id,tagID,itemID
33913,1265,3057
33914,160,3057
33980,232,2797
33981,1265,2797
33982,160,2797
34093,1991,3008
34167,454,3067
34168,1994,3067
34169,2000,3067
34170,1994,3066
34171,454,3066
34172,2000,3066
34173,160,3063
34174,1265,3063
34175,1996,3063
34176,2000,3063
34231,54,3082
34238,329,3076
34239,160,3076
34240,1997,3076
34247,636,3078
34248,462,3078
34287,636,3084
34288,1993,3084
34390,122,3073
34391,1106,3073
34396,1984,3072
34397,1265,3072
34398,160,3072
34796,2001,3091
34797,2002,3091
34843,2001,3094
34844,54,3094
34924,1967,3085
34925,160,3085
34926,1991,3085
35195,2001,3097
35243,1588,1696
35244,1265,1696
35245,160,1696
35414,191,2525
35415,54,2525
35614,54,3120
35615,160,3120
35740,160,3125
35832,160,3132
35833,1265,3132
35834,1985,3132
35837,713,3133
35838,636,3133
35853,160,3134
35854,54,3134
35855,636,3134
35987,160,3139
35988,256,3139
35989,544,3139
36024,160,3140
36025,1991,3140
36127,1999,3145
36128,1991,3145
36129,158,3145
36130,997,3145
36131,997,3136
36132,158,3136
36133,1991,3136
36134,1999,3136
36135,1999,3127
36136,1991,3127
36137,158,3127
36138,997,3127
36139,997,3110
36140,158,3110
36141,1991,3110
36142,1999,3110
36143,997,3092
36144,158,3092
36145,1991,3092
36146,1999,3092
36147,1999,3086
36148,1991,3086
36149,158,3086
36150,997,3086
36155,997,3079
36156,158,3079
36157,1991,3079
36158,1999,3079
36233,160,3142
36274,54,3150
36275,256,3150
36276,1994,3150
36277,2004,3150
36348,1265,2051
36385,544,3153
36386,1991,3153
36387,1967,3153
36468,1985,3154
36469,1265,3154
36470,160,3154
36503,463,3156
36504,160,3156
36505,544,3156
36622,260,3143
36623,160,3143
36624,1106,3143
36625,2005,3143
36629,160,3130
36630,260,3130
36631,713,3130
36632,2005,3130
36637,997,3157
36638,158,3157
36639,1991,3157
36640,1999,3157
36641,160,3113
36780,160,3149
36781,1265,3149
36846,1265,3164
36847,160,3164
36856,636,3163
36913,160,2838
36914,462,2838
36915,260,2838
36916,463,2838
36917,548,2838
37232,1017,1799
37233,1852,1799
37234,1949,1799
37235,24,1538
37236,463,1538
37237,462,1538
37643,54,3181
37714,160,3192
37715,54,3192
37727,160,3188
37728,1265,3188
37729,602,3188
37730,548,3188
37983,1265,3201
37984,160,3201
38053,160,3202
38054,1265,3202
38055,1265,3203
38056,160,3203
38057,160,3013
38058,1476,3013
38148,329,3200
38151,1985,3209
38152,1265,3209
38153,160,3209
38250,260,3218
38275,160,3220
38276,1265,3220
38277,454,3220
38303,160,3221
38304,1265,3221
38305,329,3221
38325,160,3225
38326,54,3225
38390,454,3223
38391,160,3223
38392,1991,3223
38393,158,3223
38394,1967,3223
38409,160,3229
38410,454,3229
38464,329,3232
38592,160,3234
38593,1265,3234
38721,329,3237
38722,1265,3237
38730,1265,3239
38830,2005,3242
38831,160,3242
38832,260,3242
38878,713,3246
38879,260,3246
38965,160,3240
38966,1265,3240
38977,1265,3241
38978,160,3241
38979,160,3249
38980,1265,3249
39074,1265,3250
39075,160,3250
39096,1994,3247
39453,160,3270
39454,1265,3270
39455,1985,3270
39472,454,3269
39473,160,3269
39638,1670,2068
39709,160,3160
39710,260,3160
39711,606,3160
39712,2005,3160
39713,260,3119
39714,160,3119
39715,2005,3119
39822,1967,3118
39823,329,3118
39824,160,3118
39825,160,3101
39826,329,3101
39827,1967,3101
39862,1265,3279
39896,1265,3285
39897,160,3285
39925,544,3287
39958,1265,2821
39959,160,2821
39960,2019,2821
40041,160,3292
40042,454,3292
40073,54,3298
40074,122,3298
40075,1265,3298
40076,2015,3298
40159,1265,3230
40160,256,3230
40161,160,3230
40162,54,3230
40209,160,3295
40210,1265,3295
40211,1476,3295
40222,544,2631
40223,1852,2631
40242,454,3304
40243,160,3304
40317,1265,3303
40318,160,3303
40319,998,3303
40320,1760,3303
40351,160,3233
40352,636,3233
40353,2009,3233
40522,610,3309
40523,160,3309
40524,1265,3309
40681,329,2858
40682,1969,2858
40683,1265,2858
40684,160,2858
40790,160,3320
40791,1265,3320
40802,260,3326
40879,1265,3323
40880,160,3323
40881,54,3329
40882,260,3329
41004,160,3271
41005,454,3271
41158,54,3340
41159,1760,3340
41200,329,3338
41201,1265,3338
41259,1265,3341
41260,329,3341
41267,160,3330
41268,1265,3330
41271,1265,3342
41272,160,3342
41443,2005,3346
41444,160,3346
41445,260,3346
41562,160,3345
41563,1265,3345
41566,160,2855
41940,1993,1841
41997,672,1802
41998,544,1802
41999,2064,1802
42000,2060,1802
42045,1994,2603
42072,160,2721
42073,672,2721
42074,2063,2721
42075,2060,2721
42098,1969,2786
42099,160,2786
42157,1994,2889
42166,1994,2916
42167,1820,2916
42173,2055,3138
42184,1994,2931
42192,160,2987
42256,160,3171
42346,1991,3158
42350,1991,3258
42351,1991,3319
42352,1991,3228
42366,160,3358
42383,2055,2951
42396,2067,1842
42397,2068,3363
42398,2053,3363
42405,2057,1820
42409,2056,3180
42410,2069,3180
42414,2066,3074
42415,2056,3074
42416,2056,3036
42417,2065,3036
42424,2070,2832
42425,1994,283
42426,1994,2644
42441,160,3235
42442,256,3235
42443,1265,3235
42444,160,3226
42445,256,3226
42446,1265,3226
42449,463,3173
42450,1265,3173
42451,160,3093
42452,998,3093
42453,1265,3093
42456,160,2994
42457,1967,2994
42458,1265,2994
42459,548,2989
42460,1967,2992
42461,160,2992
42462,1265,2992
42466,160,2940
42477,1265,2614
42478,160,2614
42479,544,1795
42480,232,1795
42481,463,1793
42482,2067,1793
42510,1994,2941
42511,1265,2052
42514,1994,2924
42515,1845,2097
42516,1265,2097
42517,160,2097
42521,1845,2093
42522,672,2093
42523,2063,2093
42524,2060,2093
42543,1994,2985
42566,1991,3362
42578,544,2929
42579,160,3059
42580,329,3059
42586,160,2781
42587,2018,2781
42588,160,2733
42589,2018,2733
42633,160,3355
42702,260,3371
42703,1994,3371
42784,1265,3325
42785,160,3325
42790,1265,3357
42791,160,3357
42812,160,3373
42813,1265,3373
42818,1265,3374
42819,160,3374
43000,656,1982
43001,122,1982
43002,107,1982
43003,2040,1982
43004,122,2800
43005,107,2800
43006,2040,2800
43011,160,3377
43014,160,3095
43015,2018,3095
43096,107,2785
43097,260,2785
43098,710,2785
43099,24,2766
43100,107,2766
43101,232,2766
43105,107,2746
43106,712,2746
43107,1106,2746
43142,1976,2921
43143,107,2921
43164,1976,2909
43165,1265,2909
43166,160,2909
43177,107,2814
43178,232,2814
43179,1265,2814
43180,1967,2814
43181,232,2803
43182,1967,2803
43183,1265,2803
43184,160,2803
43185,107,2803
43186,548,2755
43189,107,2720
43197,260,2547
43198,636,2547
43199,606,2547
43211,24,2546
43212,260,2546
43213,462,2546
43218,636,2545
43222,1845,2544
43229,260,2543
43230,636,2543
43231,548,2543
43236,107,2011
43237,107,2542
43238,260,2541
43239,636,2541
43245,636,2540
43246,610,2540
43250,463,2539
43251,636,2539
43257,260,2538
43258,636,2538
43259,72,2538
43264,107,2537
43265,1852,2537
43266,107,2536
43267,304,2535
43268,636,2535
43273,54,2534
43274,1265,2534
43275,1845,2534
43276,1591,2092
43277,656,2092
43278,1845,2092
43279,107,2092
43280,1845,2533
43281,1265,2533
43282,107,2533
43283,107,2531
43284,1845,2531
43285,636,2530
43286,107,2530
43295,107,2880
43296,122,2880
43297,2040,2880
43452,1585,1839
43453,2057,1839
43496,2053,3388
43532,2018,3389
43852,2018,3397
43990,2072,3392
44068,2072,3399
44089,2018,3376
44093,2018,3356
44102,2056,3075
44103,2069,3075
44486,1997,3087
44487,160,3087
44488,329,3087
44489,2072,3087
44528,260,3412
44529,462,3412
44597,2055,3407
44598,2003,3407
44619,1993,3168
44625,329,2792
44626,160,2792
44627,1997,2792
44628,2072,2792
44783,1585,1837
44784,2057,1837
44787,1993,3029
44793,2018,3418
44930,1845,2149
45085,1845,2104
45086,1265,2104
45087,160,2104
45449,107,1832
45450,2057,1832
45524,2018,3428
45562,2018,3430
45739,636,3058
45740,2056,3058
45741,2066,3058
46081,2057,1834
46243,610,3436
46330,160,3166
46331,1265,3166
46332,1998,3166
46427,160,3289
46428,1265,3289
46442,462,3440
46443,260,3440
46548,1585,3276
46549,160,3276
46550,2067,3276
46971,2018,3444
47498,160,3361
47499,1476,3361
47697,160,3453
47844,2018,3455
47845,2065,3455
47846,2056,3455
48039,1265,3460
48040,160,3460
48041,1760,3460
48042,1993,3102
48043,636,3102
48047,1988,3421
48173,2065,3461
48174,2056,3461
48175,2018,3461
48442,160,2868
48443,1265,2868
48444,1976,2868
48445,107,2868
48468,1976,2928
48469,160,2928
48997,1760,3481
48998,160,3481
48999,1265,3481
49100,1017,2853
49101,636,2853
49102,160,2853
49103,636,2842
49104,260,2842
49105,1106,2842
49106,1106,2790
49107,260,2790
49108,636,2790
49112,602,3288
49119,636,3176
49120,160,3176
49121,548,3176
49122,160,3169
49123,636,3169
49124,260,3169
49125,606,3169
49126,260,3162
49127,160,3162
49128,636,3162
49129,1106,3162
49137,636,3123
49138,160,3123
49155,160,2999
49156,1987,2999
49157,636,2999
49178,463,3314
49179,462,3314
49219,1969,2750
49266,2018,3483
49356,2018,3422
49357,329,3422
49491,2011,3243
49492,2056,3243
49493,2065,3243
49598,636,3185
49599,1588,3185
49674,160,3482
49675,2074,3482
49721,329,3487
49722,2072,3487
49738,2056,3467
49739,2011,3467
49740,2065,3467
50146,2065,3493
50147,2011,3493
50148,2056,3493
50149,260,3322
50150,1106,3322
50675,160,3500
50676,1265,3500
50677,1820,3500
50678,1017,3500
50679,256,3500
50710,260,3501
50711,463,3501
50712,548,3501
50713,2078,3501
50718,998,3496
51385,548,3516
51427,548,3519
51455,160,3523
51487,544,2689
51803,160,3152
51804,260,3152
51805,713,3152
51996,2078,3533
51997,260,3533
51998,713,3533
52110,160,3199
52111,158,3199
52129,2018,3537
52130,1476,3537
52136,260,3538
52154,260,3540
52155,606,3540
52233,2008,3543
52234,544,3543
52235,160,3543
52236,672,3543
52237,2063,3543
52238,2061,3543
52312,1265,3024
52313,160,3024
52349,260,3536
52350,304,3536
52360,2072,3547
52571,260,3548
52572,304,3548
52697,1760,3558
52703,160,3554
52704,544,3554
52771,329,3557
52772,160,3557
52786,260,3520
52787,797,3520
52985,544,3563
53222,1987,3555
53669,160,3574
53670,2082,3574
53671,260,3559
53672,72,3559
53747,1265,3375
53748,160,3375
53749,160,3385
53750,1265,3385
53855,2068,3569
53887,544,3579
53939,672,3256
53940,160,3256
53965,2057,3198
54130,260,3584
54548,1265,3600
54549,160,3600
54632,160,3207
54633,1265,3207
54651,260,1847
54654,160,3571
54717,260,3605
54718,548,3605
54834,260,3608
55047,260,3613
55348,329,2300
55349,160,2300
55350,54,2300
55430,1265,3394
55431,160,3394
55513,2018,3566
56004,54,2310
56005,544,2310
56006,260,2310
56169,2072,3649
56206,329,3643
56207,160,3643
56266,150,2187
56316,2018,3648
56381,160,3442
56382,1265,3442
56400,160,3651
56474,260,3650
56475,463,3650
56498,160,3656
56680,329,3660
56681,160,3660
56833,544,3664
56842,160,3662
56843,329,3662
56844,2018,3662
56847,2083,3657
56980,544,3628
57606,329,3666
57607,160,3666
57675,160,3685
57676,256,3685
57863,160,3112
57864,1588,3112
57909,1588,2723
57910,1588,2794
57911,1588,2703
57912,1588,2688
57913,1588,2496
57916,1588,2483
57917,54,2483
57918,1585,2483
57919,380,2494
57920,1588,2494
57921,1588,2475
57922,1588,2478
57923,1588,2472
57925,1588,2471
57926,1588,2469
57927,1588,2466
57928,1588,2465
57929,1588,2463
57930,1588,2444
57931,1588,2459
57932,1588,2455
57933,1588,2454
57934,1588,2453
57935,1588,2445
57936,1588,2449
57937,1670,2449
57938,1588,2446
57939,1588,2447
57940,1588,2448
57941,1588,2441
57942,1588,2440
57943,1588,2443
57944,1588,2437
57945,1588,2428
57946,1588,2429
57947,1265,2429
57949,1588,2430
57950,1588,2433
57951,1588,2435
57952,1588,2427
58033,2086,3694
58034,160,3694
58051,2018,3690
58052,160,3690
58063,2076,3631
58103,1586,3468
58104,160,3186
58105,1586,3186
58106,1588,3184
58107,1586,3184
58108,1588,2657
58109,260,2493
58110,1586,2493
58111,1586,2492
58112,1586,2489
58113,1586,2487
58114,122,2485
58115,1586,2485
58116,1586,2484
58117,1586,2482
58118,1586,2481
58119,1586,2480
58120,1586,2477
58121,1586,2476
58122,1586,2474
58123,1586,2470
58124,1586,2468
58125,1586,2467
58126,1586,2464
58317,2065,3700
58318,2056,3700
58697,160,3710
58698,329,3710
58699,1988,3701
58765,2056,3709
58766,2066,3709
58931,160,3706
58982,2018,3716
58995,160,3717
59045,2078,3715
59046,2069,3715
59047,2085,3719
59048,2067,3445
59292,2067,3720
59293,463,3720
59410,122,1729
59539,548,3739
59711,1991,3737
59966,1588,3721
59967,160,3721
59968,1987,3721
60021,544,3751
60090,2078,3754
60091,548,3754
60092,463,3754
60093,260,3754
60461,160,2910
60462,1585,2910
60463,160,3763
60464,2088,3763
60729,2078,3769
60730,2068,3769
60793,2056,3738
60794,2065,3738
60796,2067,3770
60814,544,3772
60997,260,3759
60998,160,3759
61040,1265,3777
61140,544,1764
61141,1852,1764
61198,329,3780
61199,160,3780
61287,160,3785
61288,2065,3785
61359,160,3756
61360,260,3756
61361,2089,3756
61490,544,3791
61729,160,3795
61730,1265,3795
62130,260,3800
62131,160,3800
62132,160,3801
62142,160,3808
62143,2056,3808
62144,2065,3808
62405,160,3822
62408,329,3823
62636,160,3828
62697,160,3829
62878,232,3839
63193,548,3302
63194,463,3302
63195,160,3302
63196,1265,3302
63648,160,3852
63649,203,3852
63650,1820,3852
63697,160,3853
63698,260,3853
63713,2018,3857
63773,2055,3854
63931,1591,1969
63932,656,1969
63933,1845,1969
63934,1845,1979
63935,1265,1979
63936,1845,1981
63940,1845,2089
63946,1845,2091
63950,1845,2090
64057,2018,3862
65069,160,3887
65070,544,3887
65072,2096,3888
65108,544,1797
65109,1949,1797
65110,2090,1797
65266,2055,3647
65267,2003,3647
65272,2055,1823
65273,2003,1823
65276,2055,1848
65277,2003,1848
65278,2055,2925
65279,2003,2925
65280,2055,1826
65281,2003,1826
65282,2055,1835
65283,2003,1835
65284,2055,1843
65285,2003,1843
65570,548,3898
65571,544,3898
65572,260,3898
65893,160,3902
65911,160,3702
65912,2056,3702
65913,2069,3702
65923,160,3909
65924,2065,3909
65925,2056,3909
65926,544,3894
65927,2090,3894
65929,2056,3654
65930,2065,3654
65931,2067,3654
66016,160,3911
66281,1429,2284
66287,2067,3443
66288,160,3443
66289,1585,3443
66643,1670,1745
66644,1852,1745
66721,1476,2304
66722,54,2304
66723,2018,2304
66731,329,3928
66732,544,3928
66968,2012,3935
66969,160,3935
66982,260,3638
66983,304,3638
67267,160,3941
67299,160,3942
67300,544,3942
67465,544,3946
67466,160,3946
67467,2100,3946
67901,160,3956
67913,160,3813
68200,160,3961
68208,160,3708
68209,2065,3708
68701,1949,3970
68702,160,3970
68703,656,3970
68811,1949,3978
68812,544,3978
68813,2090,3978
68840,260,3622
68841,708,3622
68932,160,3982
69470,160,3999
69838,160,3799
69839,260,3799
69840,2089,3799
69847,2089,3792
69848,260,3792
69849,160,3792
69850,160,3784
69851,260,3784
69852,2089,3784
69853,260,3774
69854,160,3774
69855,2089,3774
69856,260,3755
69857,544,3755
69858,548,3755
69907,160,4008
69972,1971,2835
69973,160,2835
69974,329,2835
69975,2072,2835
69976,1265,3299
69977,160,3299
69978,160,3300
69979,1265,3300
69980,24,1513
69981,24,1990
69982,1845,2101
69983,1845,2106
69988,1971,2809
69989,1972,2809
69990,1971,2820
69991,329,2843
69992,1971,2843
69996,1017,2829
69997,107,2829
70090,329,2736
70091,1967,2736
70229,331,2237
70230,331,2227
70231,331,2219
70233,331,2210
70234,331,2231
70235,331,2223
70236,331,2218
70237,331,2230
70238,331,2225
70239,331,2207
70240,331,2217
70241,331,2215
70242,331,2235
70243,331,2205
70244,331,2222
70245,331,2213
70246,331,2206
70247,331,2233
70248,331,2216
70249,331,2224
70250,331,2203
70252,331,2238
70253,122,2238
70257,122,1591
70297,2056,3401
70298,2065,3401
70307,160,3137
70311,160,3882
70312,2066,3882
70313,2056,3882
70314,1949,3882
70327,160,3867
70328,2056,3867
70329,2096,3867
70471,329,4022
70472,1476,4022
70473,160,4022
70615,54,1846
70629,2055,3420
70630,2003,3420
70636,1845,2147
70637,1265,2147
70644,2055,1830
70645,2003,1830
70648,2055,1827
70649,2003,1827
70653,2056,3039
70654,2065,3039
70658,2057,1825
70684,1476,4030
70685,329,4030
70686,160,4030
70687,160,4031
70804,2065,3861
70805,2056,3861
70806,2070,3861
70872,160,4035
70873,2104,4035
71773,2105,4052
71774,160,4052
71827,160,4058
71895,2056,4061
71896,2065,4061
71938,160,4062
71939,329,4062
72157,2056,3893
72158,107,3893
72159,2069,3893
72716,1988,3107
72717,160,3107
73302,160,4074
73495,160,4077
73496,2105,4077
73880,2056,3601
73881,2108,3601
74084,160,4083
74085,544,4083
74397,2056,4084
74398,2108,4084
74534,160,4096
74752,2065,3723
74753,2056,3723
74754,2078,3723
74755,160,4099
74756,544,4099
74872,160,3513
74873,1265,3803
74874,160,3803
74875,107,3803
75127,160,4085
75206,544,4116
75207,2090,4116
75214,2055,4119
75215,2003,4119
75216,160,4119
75227,2109,4121
75228,2120,4121
75455,160,4122
75495,160,4124
75496,1476,4124
75497,1476,4114
75498,160,4114
75499,2072,4114
75537,1588,3451
75538,160,3451
75539,2056,3451
75540,2106,3451
75541,2056,3809
75542,160,3809
75543,1588,3809
75544,260,3809
75545,2106,3809
76045,544,4128
76046,2078,4128
76232,160,3967
76658,2056,4138
76659,2069,4138
76843,2078,4158
76844,544,4158
76845,463,4158
76956,1476,4161
76957,329,4161
76958,160,4161
76959,2074,4162
76960,2109,4162
77109,656,2239
77110,1591,2239
77111,331,2239
77112,107,2239
77116,331,2241
77117,656,2241
77118,1591,2241
77119,331,2204
77120,331,2202
77121,1591,2202
77122,331,2671
77123,1949,2671
77124,656,2671
77125,331,2234
77128,1591,1698
77129,656,1698
77130,331,1702
77131,656,1702
77840,160,4175
77992,160,4180
78243,2065,4185
78244,2056,4185
78245,160,4185
78350,1588,4188
78351,463,4188
78352,160,4188
78353,160,3632
78354,1476,3632
78420,1476,4191
78421,160,4191
78422,2128,4191
78423,2072,4191
79419,160,2864
79420,1265,2864
79421,2129,2864
79846,2065,1960
79847,2056,1960
80054,2055,3918
80055,122,3918
80213,826,1994
80334,2106,4125
80335,1588,4125
80336,160,4125
80337,2056,4125
80338,463,4125
80384,160,4215
80385,2056,4215
80386,2055,4215
80387,2065,4215
81236,160,4230
81237,2056,4230
81238,2065,4230
81247,2114,4231
81303,2065,4232
81304,160,4232
81305,2055,4232
81306,2067,4232
81376,2056,3391
81377,2066,3391
81378,160,3391
81602,2056,4239
81603,2066,4239
81615,1994,4240
81934,2067,4245
81935,2128,4245
82116,160,4252
82344,160,3914
82737,2116,4251
82738,2117,4251
82739,2109,4251
82878,107,4265
82879,2065,4265
82880,2056,4265
82984,160,4036
82985,2070,4036
83074,2057,3463
83075,1949,3463
83174,997,2622
83175,1670,2622
83202,2109,4261
83203,2116,4261
83204,2117,4261
83205,2123,4261
83234,2109,4260
83235,2116,4260
83236,2117,4260
83258,2098,4259
83259,2109,4259
83260,2116,4259
83261,2117,4259
83963,2056,4286
83964,2065,4286
83965,2070,4286
83966,160,4286
83967,2055,4286
84033,122,2555
84177,2109,4281
84178,2114,4281
84183,2109,4283
84184,2121,4283
84262,160,4217
84565,2109,4289
85145,160,3196
85146,602,3196
85204,672,2923
85205,160,2923
85206,2064,2923
85207,2060,2923
85770,260,3328
85771,54,3328
86116,160,4312
86117,2134,4312
86118,2140,4312
86302,158,4167
86500,329,4322
86501,160,4322
86673,2109,4315
86674,2116,4315
86675,2117,4315
86718,2040,2938
86719,2056,2938
86720,2065,2938
86721,107,2938
87525,160,4339
87613,1588,4338
87614,160,4338
87976,160,4351
88111,2065,4347
88112,2055,4347
88443,160,4360
88444,329,4360
88465,2117,4354
88466,2116,4354
88665,160,4365
88666,2139,4365
88667,232,4365
88889,160,3704
88890,2078,3704
89015,160,4369
89016,2055,4369
89017,2056,4369
89018,2065,4369
89068,1949,4368
89069,2067,4368
89070,160,4368
89094,1265,1687
89095,160,1687
89096,160,1688
89097,1265,1688
89098,160,1689
89099,1265,1689
89100,1265,1690
89101,160,1690
89102,1265,1694
89103,160,1694
89120,158,1748
89121,160,1748
89122,997,1748
89123,1265,1748
89124,998,1749
89125,160,1749
89126,1265,1749
89145,2148,4374
89146,260,4374
89147,2145,4374
89148,160,4374
89149,672,4374
89187,1845,2095
89188,1265,2095
89189,160,2095
89269,160,2123
89270,1265,2123
89274,27,2129
89275,1265,2129
89276,160,2129
89277,1845,2133
89278,1265,2133
89279,160,2133
89283,1845,2137
89284,160,2137
89285,1265,2137
89289,1845,2143
89290,160,2143
89291,1265,2143
89299,160,2190
89300,2058,2190
89301,2062,2190
89302,2063,2190
89311,1845,2132
89559,1845,2138
89560,160,2138
89561,1265,2138
89562,1585,1970
89563,160,1970
89594,1845,2145
89595,160,2145
89596,1265,2145
89603,1591,2144
89604,1845,2144
89605,160,2144
89606,1265,2144
89607,160,2646
89608,1265,2646
89623,1265,2548
89624,160,2548
89718,610,2672
89719,160,2672
89737,1845,2667
89738,160,2667
89739,2059,2667
89740,2062,2667
89741,2063,2667
89742,107,2667
89794,160,4377
89823,160,2788
89871,160,2845
89872,2059,2845
89873,2061,2845
90099,548,2896
90100,160,2896
90135,160,2917
90136,1265,2917
90454,160,4391
90455,548,4391
90606,1265,3037
90607,160,3037
90625,160,4392
90626,2139,4392
90627,1949,4392
90634,2056,4394
90635,1949,4394
91128,2056,4395
91129,1949,4395
91219,160,4396
91220,329,4396
91221,2088,4396
91705,2056,3744
91706,2065,3744
91707,2078,3744
91711,160,3830
91712,2057,3930
92116,2065,4405
92117,2056,4405
92118,2066,4405
92339,1845,2096
92850,1588,4220
92864,1588,4409
92868,160,4038
92869,1265,4038
92870,1588,4038
92997,160,4410
92998,329,4410
92999,2128,4410
93016,160,4398
93017,260,4398
93018,2151,4398
93019,2127,4398
93020,304,4398
93424,2109,4388
93425,2088,4390
93426,2109,4390
93427,2114,4390
93428,2115,4390
93488,2155,4413
93489,1265,4413
93490,2145,4413
93491,2154,4413
93627,2109,4214
93628,2114,4214
93629,2115,4214
93894,304,4418
93895,2127,4418
93896,2151,4418
93897,260,4418
93898,160,4418
94226,2055,3892
94227,160,3892
94228,2098,3892
94229,2003,3892
94304,329,4425
94305,160,4425
94336,2069,4109
94337,107,4109
94338,2056,4109
94339,2131,4109
94491,54,2406
94492,462,2406
94493,260,2406
94688,2070,4270
94689,160,4270
94693,160,4269
94694,1585,4269
94695,2069,4269
94696,2127,4269
94746,2109,4317
94750,2065,4198
94751,2056,4198
94752,160,4198
94768,2056,4152
94769,107,4152
94770,2069,4152
94771,2003,4091
94772,2055,4091
94782,160,4080
94783,2107,4080
94784,2069,4080
94785,1585,4080
94793,160,4070
94794,2065,4070
94795,2055,4070
94796,2056,4070
94797,160,4068
94798,2056,4068
94799,2055,4068
94800,2065,4068
94895,2065,4256
94896,2056,4256
95036,1994,4402
95037,160,4402
95054,2055,4429
95055,2065,4429
95056,2056,4429
95062,2073,4210
95063,2109,4210
95115,160,4382
95116,2056,4382
95117,2065,4382
95430,160,2767
95431,1994,2767
95432,191,2085
95433,1670,2085
95437,1265,1973
95438,160,1973
95439,1845,1973
95455,72,1787
95456,260,1787
95457,1852,1787
95458,1949,1787
95462,544,1786
95463,1852,1786
95464,1949,1786
95467,1852,1945
95468,380,1943
95469,1017,1780
95470,158,1781
95471,1852,1781
95473,1670,1577
96040,2109,4431
96041,2135,4431
96138,1476,4422
96139,329,4422
96140,160,4422
96201,160,4435
96202,260,2645
96203,1106,2645
96211,463,1571
96212,24,1571
96213,160,3311
96214,1265,3311
96246,260,1519
96247,24,1519
96248,606,1519
96367,1265,4437
96368,160,4437
96575,329,3494
96576,1476,2600
96577,1476,2825
96646,2059,4423
96647,1949,4423
96648,160,4423
96823,160,3151
96824,54,3151
96825,544,3151
96826,548,3151
96859,2114,3434
96860,2115,3434
96861,2109,3434
96890,2018,3411
97364,160,4447
97365,2056,4447
97471,2110,4229
97472,2113,4229
97473,2109,4229
97474,2138,4229
97821,1265,2186
97822,160,2186
97823,150,2186
98159,2156,4450
98160,150,4450
98161,160,4445
98162,329,4445
98319,2066,4242
98320,2056,4242
98321,2065,4242
98322,2158,4242
98323,2065,4238
98324,2056,4238
98325,2066,4238
98326,2158,4238
98370,158,3187
98371,160,3187
98372,1265,3187
98383,1265,2050
98384,160,2050
98396,150,4452
98397,2156,4452
98398,160,4454
98480,1949,4357
98481,544,4357
98482,232,4357
98699,2156,4456
98700,150,4456
98710,160,4457
98751,150,4459
98752,2156,4459
98837,1949,4443
98838,2158,4443
99000,160,4463
99007,2055,3979
99008,2003,3979
99056,1949,4461
99057,2109,4451
99058,2110,4451
99059,2121,4451
99060,2159,4451
99066,2109,4440
99067,2110,4440
99068,2138,4440
99069,2113,4440
99263,2109,4467
99264,2161,4467
99500,150,4468
99501,2156,4468
99502,2156,4462
99503,150,4462
99617,2156,4470
99618,150,4470
99865,2056,2870
99866,2065,2870
100007,1585,2776
100086,150,4474
100087,2156,4474
100577,2156,4481
100578,150,4481
100759,329,4478
100760,160,4478
100761,2072,4478
101310,1988,3077
101311,160,3077
101312,54,3077
101329,160,3175
101330,1265,3175
101331,1985,3175
101332,2132,3175
101504,150,4482
101505,2156,4482
101685,2109,4473
101686,2113,4473
101687,2123,4473
101919,1949,2107
101925,826,2108
102010,2156,4490
102011,150,4490
102380,232,4184
102574,2088,4419
102575,2056,4419
102576,2065,4419
102577,2134,4419
102666,150,4494
102667,2156,4494
102682,2088,4430
102683,2109,4430
102702,2056,4488
102703,2065,4488
102704,2070,4488
103090,2156,4496
103091,150,4496
103229,2134,4493
103230,2065,4493
103231,2056,4493
103232,2088,4493
103427,2166,4495
103494,1588,4498
103525,2069,4492
103526,2056,4492
103527,160,4492
103562,2088,4486
103563,2109,4486
103564,2114,4486
103565,2115,4486
103566,160,3429
103590,160,3387
103591,2167,3387
103814,2109,4126
103815,2088,4126
103820,2088,4097
103821,2056,4097
103822,2065,4097
103823,2134,4097
104048,1949,4503
104495,160,4507
104568,2078,3727
104569,2078,3742
104570,160,3742
104575,329,4505
104576,160,4505
104577,2018,4505
104910,2110,4117
104911,2118,4117
104912,2119,4117
104913,2109,4117
104948,2109,4406
104949,2110,4406
104950,2121,4406
104951,2120,4406
104952,2159,4406
104973,160,4509
104974,2088,4509
104975,160,4511
104976,329,4511
105069,1845,2161
105212,2134,4475
105213,2109,4475
105214,2121,4475
105517,1845,2151
105551,160,4515
105807,2109,4131
105808,2110,4131
105809,2121,4131
105810,2122,4131
105811,2159,4131
105812,2172,4131
105830,2109,4197
105831,2110,4197
105832,2113,4197
105833,2138,4197
105834,2118,4197
105835,2174,4197
105836,2112,4197
105910,2134,4477
105911,2109,4477
105912,2121,4477
105975,2056,3396
105976,2070,3396
106069,160,4111
106070,2056,4111
106071,2065,4111
106181,1265,4519
106220,2109,4514
106221,2110,4514
106222,2171,4514
106278,2059,4479
106279,1949,4479
106280,160,4479
106281,2158,4479
106358,2062,4385
106359,2059,4385
106360,160,4385
106361,2063,4385
106364,160,4378
106365,1265,4378
106487,160,4282
106488,260,4282
106489,548,4282
106490,1265,4282
106491,160,4284
106492,1949,4284
106500,1265,4288
106501,998,4288
106502,160,4288
106503,160,4292
106504,1760,4292
106521,1949,4295
106522,160,4295
106523,1760,4295
106613,160,4305
106614,2078,4305
106615,1949,4305
106622,160,4310
106623,602,4310
106624,158,4310
