9710,713,13,1,755,1,"0",1,""
9736,714,33,10,868,1,"0",1,""
118,713,13,1,757,"0",1,1,""
9914,714,33,1,758,"0","0",1,""
9736,713,13,1,760,"0","0",1,""
9915,715,31,1,761,1,"0",1,""
9919,714,33,3,768,"0","0",1,""
9922,714,33,2,771,"0","0",1,""
9923,361,4,"0","0","0","0",1,""
9956,714,33,1,813,"0","0",1,""
9923,697,15,"0","0","0","0",1,""
9958,361,4,"0","0","0","0",1,""
9964,361,4,"0","0","0","0",1,""
9969,361,4,"0","0","0","0",1,""
9989,717,32,2,827,1,"0",1,""
62,717,32,1,826,"0","0",1,""
9989,718,32,1,828,1,"0",1,""
62,718,32,1,829,"0","0",1,""
62,712,9,"0","0","0","0",1,""
62,719,37,1,831,1,"0",1,""
62,720,33,1,832,1,"0",1,""
62,721,33,3,1281,1,"0",1,""
10030,736,9,1,855,1,"0",1,""
118,720,33,1,856,"0","0",1,""
118,737,33,1,857,1,"0",1,""
118,738,36,1,858,1,"0",1,""
10029,721,33,"0","0","0",1,1,""
10029,720,33,"0","0","0","0",1,""
10032,721,33,1,859,"0","0",1,""
10029,719,37,"0","0","0",1,1,""
10035,741,60,2,873,1,"0",1,""
62,740,36,3,877,"0","0",1,""
10029,718,32,"0","0","0",1,1,""
10034,740,36,5,878,"0","0",1,""
118,721,33,4,1241,"0","0",1,""
10032,739,9,1,861,"0","0","0",""
10034,707,36,1,862,"0",1,1,""
10036,714,33,1,865,"0","0",1,""
62,741,60,2,876,"0","0",1,""
118,739,9,1,872,"0","0",1,""
118,742,43,1,874,1,"0",1,""
9706,743,58,3,882,1,"0",1,""
118,743,58,2,883,"0","0",1,""
10045,745,9,2,890,1,"0",1,""
62,745,9,1,886,"0","0",1,""
10048,746,55,2,889,1,"0",1,""
118,746,55,1,888,"0","0",1,""
10076,747,9,1,891,1,"0",1,""
118,747,9,1,892,"0","0",1,""
10086,748,35,2,895,1,"0",1,""
62,748,35,1,894,"0","0",1,""
10091,749,36,1,896,1,"0",1,""
10105,712,9,1,900,"0","0",1,""
62,749,36,1,899,"0","0",1,""
10115,759,13,1,907,1,"0",1,""
10113,756,32,1,902,1,"0",1,""
62,756,32,1,904,"0","0",1,""
118,759,13,1,908,"0","0",1,""
10130,761,9,1,910,1,"0",1,""
10128,762,32,1,911,1,"0",1,""
10131,763,58,1,912,1,"0",1,""
62,761,9,1,913,"0","0",1,""
62,762,32,1,914,"0","0",1,""
10138,764,32,1,915,1,"0",1,""
118,764,32,1,916,"0","0",1,""
10143,765,33,2,920,1,"0",1,""
118,765,33,4,963,"0","0",1,""
10144,767,35,2,927,1,"0",1,""
10145,768,15,2,925,1,"0",1,""
62,767,35,14,1870,"0","0",1,""
62,768,15,2,928,"0","0",1,""
10148,769,58,2,931,1,"0",1,""
62,769,58,2,932,"0","0",1,""
10157,771,9,1,934,1,"0",1,""
10073,772,9,2,937,1,"0",1,""
10140,772,9,1,936,"0","0",1,""
118,772,9,1,938,"0","0",1,""
62,772,9,1,939,"0","0",1,""
10160,773,9,1,942,1,"0",1,""
62,773,9,2,942,"0","0",1,""
10168,773,9,1,943,"0","0",1,""
761,765,33,2,948,"0","0",1,""
62,775,49,1,947,1,"0",1,""
10174,947,32,1,947,"0","0","0",""
10193,776,32,2,952,1,"0",1,""
62,776,32,3,955,"0","0",1,""
10036,776,32,1,954,"0","0",1,""
62,778,25,1,960,"0","0",1,""
10204,778,25,1,957,1,"0",1,""
10213,765,33,1,961,"0","0",1,""
10215,782,57,1,964,1,"0",1,""
10218,785,35,3,970,1,"0",1,""
62,785,35,3,971,"0","0",1,""
118,786,33,1,972,1,"0",1,""
118,795,33,1,982,"0","0",1,""
10227,792,15,1,978,1,"0",1,""
10243,795,33,1,981,1,"0",1,""
62,809,44,1,1001,"0","0",1,""
10280,807,32,2,998,1,"0",1,""
9701,809,44,1,1000,1,"0",1,""
10268,801,9,1,988,1,"0",1,""
10269,802,9,1,989,1,"0",1,""
10292,809,44,1,1002,"0","0",1,""
62,807,32,2,999,"0","0",1,""
62,802,9,1,993,"0","0",1,""
10292,775,49,1,1003,"0","0",1,""
10167,810,32,3,1008,1,"0",1,""
62,810,32,2,1007,"0","0",1,""
10167,811,32,1,1009,1,"0",1,""
10260,812,9,7,1127,1,"0",1,""
118,812,9,1,1011,"0","0",1,""
9989,813,9,1,1012,1,"0",1,""
118,815,31,1,1016,1,"0",1,""
62,813,9,1,1015,"0","0",1,""
10367,837,9,1,1046,1,"0",1,""
10352,827,36,2,1038,1,"0",1,""
10351,826,35,4,1037,1,"0",1,""
62,826,35,2,1036,"0","0",1,""
62,827,36,2,1039,"0","0",1,""
10157,833,13,1,1042,1,"0",1,""
118,837,9,1,1048,"0","0",1,""
118,833,13,1,1047,"0","0",1,""
10378,838,13,1,1049,1,"0",1,""
118,838,13,1,1050,"0","0",1,""
62,857,36,1,1075,"0","0",1,""
10227,847,9,1,1060,1,"0",1,""
10227,802,9,1,1059,"0","0",1,""
10444,857,36,3,1076,1,"0",1,""
10435,851,32,"0","0",1,"0",1,""
10202,857,36,1,1071,"0","0",1,""
62,859,9,1,1077,"0","0",1,""
10463,859,9,1,1074,1,"0",1,""
10489,866,9,1,1088,1,"0",1,""
118,865,59,2,1087,"0","0",1,""
10478,862,32,1,1080,1,"0",1,""
10485,865,59,4,1185,1,"0",1,""
62,862,32,1,1083,"0","0",1,""
118,866,9,1,1089,"0","0",1,""
10260,899,51,6,1142,1,"0",1,""
62,812,9,3,1321,"0","0",1,""
10531,880,35,2,1110,1,"0",1,""
62,880,35,1,1109,"0","0",1,""
62,899,51,3,1140,"0","0",1,""
10485,900,55,2,1141,1,"0",1,""
118,900,55,1,1139,"0","0",1,""
10260,721,33,12,1280,"0","0",1,""
118,902,33,1,1152,1,"0",1,""
10323,903,31,1,1153,1,"0",1,""
10260,904,33,9,1235,1,"0",1,""
62,904,33,5,1233,"0","0",1,""
118,904,33,2,1160,"0","0",1,""
10260,905,42,4,1189,1,"0",1,""
62,905,42,3,1188,"0","0",1,""
10260,906,9,2,1173,1,"0",1,""
62,910,32,1,1172,"0","0",1,""
62,906,9,2,1175,"0","0",1,""
10167,910,32,1,1170,1,"0",1,""
10443,911,36,3,1183,1,"0",1,""
62,911,36,2,1186,"0","0",1,""
10389,912,55,1,1178,1,"0",1,""
10260,913,51,2,1182,1,"0",1,""
118,913,51,1,1180,"0","0",1,""
118,912,55,1,1181,"0","0",1,""
10707,865,59,1,1184,"0","0",1,""
10707,914,13,2,1194,1,"0",1,""
10856,915,13,1,1191,1,"0",1,""
62,915,13,1,1192,"0","0",1,""
118,914,13,1,1193,"0","0",1,""
10952,921,13,1,1198,1,"0",1,""
118,921,13,1,1199,"0","0",1,""
10989,922,42,1,1200,1,"0",1,""
62,922,42,1,1201,"0","0",1,""
11007,923,44,1,1202,1,"0",1,""
62,923,44,1,1203,"0","0",1,""
11018,923,44,1,1204,"0","0",1,""
11030,924,32,1,1207,1,"0","0",""
62,924,32,1,1208,"0","0",1,""
11038,922,42,1,1209,"0","0",1,""
11038,925,32,1,1210,1,"0",1,""
118,934,13,1,1217,"0","0",1,""
10856,934,13,1,1216,1,"0",1,""
10912,915,13,"0","0","0","0",1,""
11094,935,32,1,1218,1,"0",1,""
11094,936,32,3,1223,1,"0",1,""
62,936,32,2,1222,"0","0",1,""
11108,937,60,3,1228,1,"0",1,""
62,937,60,1,1225,"0","0",1,""
11351,1044,32,4,1392,1,"0",1,""
11462,1016,32,1,1314,1,"0",1,""
62,996,35,2,1382,"0","0",1,""
11262,945,25,2,1254,1,"0",1,""
11248,946,13,"0","0",1,"0",1,""
11292,947,32,"0","0",1,"0",1,""
11491,1021,9,2,1339,"0","0",1,""
62,945,25,2,1257,"0","0",1,""
10707,958,9,1,1255,1,"0",1,""
62,958,9,1,1256,"0","0",1,""
11332,961,32,1,1260,1,"0",1,""
11338,962,13,1,1261,1,"0","0",""
11338,801,9,1,1262,"0","0",1,""
11338,963,13,1,1263,1,"0",1,""
11363,964,35,2,1268,1,"0",1,""
62,964,35,2,1269,"0","0",1,""
11397,945,25,"0","0","0",1,"0",""
10476,972,32,1,1270,1,"0",1,""
62,972,32,1,1271,"0","0",1,""
11435,996,35,3,1379,1,"0",1,""
118,1016,32,1,1315,"0","0",1,""
10589,1017,25,2,1428,1,"0",1,""
11476,1018,33,3,1491,1,"0",1,""
11477,812,9,1,1318,"0","0",1,""
62,1018,33,2,1327,"0","0",1,""
62,1017,25,2,1430,"0","0",1,""
11486,1020,9,2,1344,1,"0",1,""
11490,1021,9,2,1341,1,"0",1,""
11492,1022,35,5,8230,1,"0",1,""
11489,1025,59,2,1335,1,"0",1,""
118,1025,59,2,1336,"0","0",1,""
118,1021,9,3,1349,"0","0",1,""
118,1020,9,2,1345,"0","0",1,""
62,1022,35,4,8239,"0","0",1,""
11506,1026,36,5,1365,1,"0",1,""
118,1026,36,7,1371,"0","0",1,""
118,963,13,1,1351,"0","0",1,""
11516,1027,51,1,1353,1,"0",1,""
62,1027,51,1,1355,"0","0",1,""
62,1039,36,2,1376,"0","0",1,""
11517,1038,9,2,1368,1,"0",1,""
11530,1039,36,2,1375,1,"0",1,""
118,1038,9,2,1372,"0","0",1,""
11544,1026,36,2,1370,"0","0",1,""
10443,1045,63,1,1384,1,"0",1,""
62,1044,32,5,1394,"0","0",1,""
62,1045,63,1,1387,"0","0",1,""
11586,1046,13,1,1393,1,"0",1,""
62,1046,13,1,1395,"0","0",1,""
11590,1047,13,1,1396,1,"0",1,""
11594,1048,32,2,1405,1,"0",1,""
11595,1049,32,1,1398,1,"0",1,""
11597,1050,64,1,1399,1,"0",1,""
11598,1051,32,1,1400,1,"0",1,""
62,1047,13,1,1401,"0","0",1,""
62,1048,32,1,1402,"0","0",1,""
62,1049,32,1,1403,"0","0",1,""
62,1051,32,1,1404,"0","0",1,""
11614,1053,32,1,1406,1,"0",1,""
118,1053,32,1,1407,"0","0",1,""
118,1050,64,1,1408,"0","0",1,""
11623,1054,36,2,1411,1,"0",1,""
118,1054,36,2,1412,"0","0",1,""
11627,1055,32,-1,"0",1,"0",1,""
11627,1056,32,-1,"0",1,"0",1,""
11630,1046,13,1,1415,"0","0",1,""
257,1057,66,1,1416,1,"0",1,""
11644,1058,36,1,1417,1,"0",1,""
62,1058,36,2,8686,"0","0",1,""
118,1057,66,1,1419,"0","0",1,""
11658,1059,35,3,1493,1,"0","0",""
62,1065,35,5,1484,"0","0",1,""
62,1059,35,3,1497,"0","0","0",""
11671,1065,35,2,1432,1,"0",1,""
11689,767,35,4,1534,"0","0",1,""
11693,1070,51,3,1586,1,"0",1,""
62,1070,51,3,1875,"0","0",1,""
11697,1078,15,2,1457,1,"0",1,""
11413,1082,32,1,1459,1,"0",1,""
11709,1083,64,2,1473,1,"0",1,""
118,1078,15,2,1458,"0","0",1,""
11725,1088,32,1,1468,1,"0",1,""
62,1082,32,1,1465,"0","0",1,""
118,1083,64,1,1466,"0","0",1,""
118,1088,32,1,1469,"0","0",1,""
11727,1065,35,3,1483,"0","0",1,""
11736,1089,65,1,1474,1,"0",1,""
11737,1046,13,1,1475,"0","0",1,""
11737,1090,13,1,1476,1,"0",1,""
11739,1091,33,1,1477,1,"0",1,""
62,1089,65,1,1479,"0","0",1,""
62,1090,13,"0","0","0","0","0",""
11749,921,13,1,1488,"0","0",1,""
11734,1046,13,1,1487,"0","0","0",""
11749,1091,33,"0","0","0","0",1,""
11749,1018,33,1,1490,"0","0",1,""
11748,1094,32,1,1492,1,"0",1,""
11766,1106,35,2,1523,1,"0",1,""
11769,707,36,1,1506,"0","0",1,""
11770,1107,32,2,1539,1,"0",1,""
11771,1108,50,1,1509,1,"0",1,""
118,1108,50,1,1510,"0","0",1,""
118,1107,32,2,1543,"0","0",1,""
118,1094,32,1,1520,"0","0",1,""
62,1106,35,2,1527,"0","0",1,""
11778,1124,9,1,1522,1,"0",1,""
11779,767,35,6,1573,"0","0",1,""
11569,1127,36,-1,"0",1,"0",1,""
11569,1128,32,-1,"0",1,"0",1,""
11750,1129,42,1,1532,1,"0",1,""
11781,1045,63,1,1541,"0","0",1,""
11781,1130,63,1,1541,"0","0","0",""
118,1129,42,1,1542,"0","0",1,""
62,1130,63,1,1544,"0","0",1,""
118,1124,9,1,1545,"0","0",1,""
11784,1131,32,3,1562,1,"0",1,""
11787,1132,32,4,1591,1,"0",1,""
118,1132,32,4,1595,"0","0",1,""
11777,1133,36,1,1551,1,"0",1,""
11792,1134,57,1,1552,1,"0",1,""
118,1134,57,1,1554,"0","0",1,""
62,1133,36,1,1556,"0","0",1,""
62,1131,32,2,1560,"0","0",1,""
11797,1138,66,1,1561,1,"0",1,""
118,1138,66,1,1564,"0","0",1,""
11803,1139,51,4,1600,1,"0",1,""
118,1139,51,1,1566,"0","0",1,""
11807,1140,9,1,1568,1,"0",1,""
11812,1141,32,1,1569,1,"0",1,""
62,1139,51,3,1603,"0","0",1,""
62,1140,9,1,1571,"0","0",1,""
62,1141,32,1,1572,"0","0",1,""
11834,1142,13,1,1577,1,"0",1,""
62,1142,13,1,1578,"0","0",1,""
10260,1143,33,2,1618,1,"0",1,""
11797,1144,13,2,1598,1,"0",1,""
10260,1140,9,1,1581,"0","0",1,""
11849,1145,65,1,1582,1,"0",1,""
11847,1070,51,1,1583,"0","0",1,""
62,1143,33,3,1622,"0","0",1,""
62,1145,65,1,1585,"0","0",1,""
11853,1146,25,1,1587,1,"0",1,""
62,1146,25,1,1588,"0","0",1,""
11836,1147,13,1,1589,1,"0",1,""
11873,1148,9,1,1593,1,"0",1,""
118,1148,9,1,1594,"0","0",1,""
11749,721,33,"0",1596,"0","0",1,""
11891,1144,13,2,8581,"0","0",1,""
11895,1149,35,2,1604,1,"0",1,""
11903,1150,32,1,1601,1,"0",1,""
62,1149,35,2,1606,"0","0",1,""
11921,1154,32,1,1607,1,"0",1,""
11921,1155,35,2,1611,1,"0",1,""
118,1150,32,1,1609,"0","0",1,""
62,1155,35,2,1619,"0","0",1,""
11030,1156,42,2,1614,1,"0",1,""
118,1156,42,1,1613,"0","0",1,""
11975,1059,35,1,1615,"0","0",1,""
11351,1157,36,3,1630,1,"0",1,""
11981,1158,36,2,1623,1,"0",1,""
62,1157,36,3,1632,"0","0",1,""
62,1158,36,2,1625,"0","0",1,""
12000,1159,15,1,1627,1,"0",1,""
12002,1160,64,1,1628,1,"0",1,""
62,1160,64,1,1629,"0","0",1,""
12017,1161,9,1,1633,1,"0",1,""
62,1161,9,3,1642,"0","0",1,""
12021,1162,15,2,1638,1,"0",1,""
62,1162,15,2,1639,"0","0",1,""
62,347,4,"0","0","0","0",1,""
62,1159,15,1,1640,"0","0",1,""
12026,1163,35,1,1643,1,"0",1,""
12046,1138,66,1,1644,"0","0",1,""
12048,1164,63,1,1645,1,"0",1,""
62,1164,63,1,1646,"0","0",1,""
62,1169,33,1,1650,"0","0",1,""
11476,1169,33,1,1649,1,"0",1,""
12108,1181,25,3,6528,1,"0",1,""
62,1181,25,2,1880,"0","0",1,""
12074,721,33,"0","0","0","0",1,""
118,1219,35,1,1703,"0","0",1,""
62,1230,35,2,1714,"0","0",1,""
12560,1219,35,"0","0","0","0",1,""
12938,1349,13,1,1817,1,"0",1,""
12391,1219,35,1,1699,1,"0",1,""
12324,1222,9,1,1702,1,"0","0",""
12546,1229,32,-1,"0",1,"0","0",""
12546,1230,35,2,1713,1,"0",1,""
12938,1350,13,1,1818,1,"0",1,""
13084,1070,51,1,1874,"0","0",1,""
13044,1402,32,1,1872,1,"0",1,""
13092,1405,48,1,1876,1,"0",1,""
118,1405,48,1,1877,"0","0",1,""
118,1402,32,1,1878,"0","0",1,""
13208,900,55,"0","0","0","0",1,""
12574,1407,36,2,1887,1,"0",1,""
12574,1219,35,1,1883,"0","0",1,""
12574,1408,36,2,1888,1,"0",1,""
62,1407,36,2,1910,"0","0",1,""
62,1408,36,2,1911,"0","0",1,""
12430,1409,32,1,1889,1,"0",1,""
12574,1409,32,1,1890,"0","0",1,""
62,1275,9,1,1745,"0","0",1,""
12665,1275,9,1,1742,1,"0",1,""
12756,1277,35,1,1744,1,"0",1,""
62,1414,13,1,1908,"0","0",1,""
12208,1414,13,1,1896,1,"0",1,""
13009,767,35,3,1873,"0","0",1,""
13585,1428,35,6,1921,1,"0",1,""
62,1409,32,1,1912,"0","0",1,""
62,1428,35,4,1922,"0","0",1,""
12574,1429,52,-1,"0",1,"0",1,""
13654,1431,32,"0","0",1,"0",1,""
19128,6296,15,1,8241,1,"0",1,""
13654,1434,36,"0","0",1,"0",1,""
13654,1435,38,"0","0",1,"0",1,""
13341,795,33,"0","0","0","0",1,""
19128,6297,51,3,8285,1,"0",1,""
12064,1444,32,"0","0",1,"0",1,""
14050,1521,15,1,2016,1,"0",1,""
13935,5886,65,1,6359,1,"0",1,""
62,1521,15,1,6421,"0","0",1,""
14265,5865,32,1,6344,1,"0",1,""
118,5886,65,1,6422,"0","0",1,""
14541,1139,51,1,6423,"0","0",1,""
14541,1070,51,1,6424,"0","0",1,""
14567,5959,13,2,6531,1,"0",1,""
13849,958,9,3,6471,"0","0",1,""
118,958,9,3,6472,"0","0",1,""
14747,1070,51,1,6433,"0","0",1,""
14675,5963,65,1,6431,1,"0",1,""
118,5963,65,1,6432,"0","0",1,""
62,6040,51,1,6526,"0","0",1,""
12576,6040,51,2,6527,1,"0",1,""
15481,5959,13,1,6520,"0","0",1,""
12938,5970,13,1,6441,1,"0",1,""
14939,720,33,"0","0","0","0",1,""
118,6046,25,1,7965,"0","0",1,""
15819,6046,25,1,6530,1,"0",1,""
16090,6074,32,2,7971,1,"0",1,""
62,6074,32,1,7970,"0","0",1,""
16291,5959,13,1,7972,"0","0",1,""
16090,6351,62,-1,"0",1,"0",1,""
62,6101,38,1,8008,"0","0",1,""
10686,6108,35,1,8009,1,"0",1,""
118,6108,35,1,8046,"0","0",1,""
16390,6101,38,1,8003,1,"0",1,""
62,6179,60,2,8091,"0","0",1,""
16090,6160,32,1,8056,1,"0",1,""
16090,6191,32,1,8089,1,"0",1,""
16693,6192,35,1,8090,1,"0",1,""
62,6192,35,1,8093,"0","0",1,""
16790,6193,35,1,8094,1,"0",1,""
16946,6232,13,1,8135,1,"0",1,""
16981,6233,35,1,8136,1,"0",1,""
17003,6234,42,2,8140,1,"0",1,""
62,6233,35,1,8138,"0","0",1,""
62,6234,42,1,8139,"0","0",1,""
15996,367,15,"0","0","0","0",1,""
17051,1169,33,1,8141,"0","0",1,""
27140,719,37,"0","0","0","0",1,""
17077,6236,32,1,8143,1,"0",1,""
17055,6237,15,1,8144,1,"0",1,""
17220,1230,35,"0","0","0","0",1,""
17246,6238,13,2,8148,1,"0",1,""
12574,6178,52,-1,"0",1,"0",1,""
11609,6179,60,3,8092,1,"0",1,""
17258,6238,13,1,8147,"0","0",1,""
17323,6239,35,1,8149,1,"0",1,""
62,6239,35,1,8150,"0","0",1,""
17450,6240,15,1,8151,1,"0",1,""
17450,6241,51,1,8152,1,"0",1,""
62,6241,51,1,8153,"0","0",1,""
17517,6242,32,-1,"0",1,"0",1,""
16090,6146,62,-1,"0",1,"0",1,""
15350,307,15,"0","0","0","0",1,""
16868,768,15,"0","0","0","0",1,""
17323,6243,36,2,8321,1,"0",1,""
62,6243,36,2,8322,"0","0",1,""
16090,6244,32,1,8157,1,"0",1,""
17719,6245,13,1,8158,1,"0",1,""
17971,6257,35,3,8177,1,"0",1,""
62,6257,35,3,8178,"0","0",1,""
62,6256,35,2,8176,"0","0",1,""
17991,6258,35,3,8198,1,"0",1,""
18027,6259,35,1,8180,1,"0",1,""
18089,6260,42,"0","0",1,"0",1,""
23422,1140,9,"0","0","0","0",1,""
17908,6256,35,2,8174,1,"0",1,""
18089,6262,32,"0","0",1,"0",1,""
23122,6304,35,"0","0","0","0",1,""
18089,6265,38,"0","0",1,"0",1,""
62,6293,36,4,8307,"0","0",1,""
18089,6270,13,"0","0",1,"0",1,""
62,6258,35,7,8308,"0","0",1,""
18121,6271,32,-1,"0",1,"0",1,""
18132,6258,35,2,8195,"0","0",1,""
18187,6272,51,4,8216,1,"0",1,""
18242,6232,13,1,8201,"0","0",1,""
18299,6273,35,2,8214,1,"0",1,""
11737,6232,13,1,8203,"0","0",1,""
17350,6232,13,4,8255,"0","0",1,""
17350,6272,51,5,8221,"0","0",1,""
15412,6274,36,1,8206,1,"0",1,""
11737,6272,51,2,8220,"0","0",1,""
62,6273,35,2,8215,"0","0",1,""
62,6274,36,1,8213,"0","0",1,""
18409,6275,35,-1,"0",1,"0",1,""
18622,6276,13,2,8257,1,"0",1,""
18622,6245,13,1,8223,"0","0",1,""
18701,6277,25,1,8225,1,"0",1,""
18717,6040,51,1,8226,"0","0",1,""
18717,6278,32,1,8227,1,"0",1,""
62,6278,32,1,8231,"0","0",1,""
18878,6293,36,4,8302,1,"0",1,""
18698,6294,42,1,8237,1,"0",1,""
18878,6295,36,5,8273,1,"0",1,""
19115,6298,64,1,8243,1,"0",1,""
19235,6299,13,-1,"0",1,"0",1,""
17323,6295,36,1,8245,"0","0",1,""
19336,6232,13,1,8246,"0","0",1,""
19356,6300,35,2,8292,1,"0",1,""
19235,6232,13,3,8277,"0","0",1,""
19235,6295,36,1,8250,"0","0",1,""
19393,6301,15,1,8251,1,"0",1,""
19235,6276,13,2,8258,"0","0",1,""
19468,6302,13,1,8256,1,"0",1,""
19235,6303,13,2,8283,1,"0",1,""
62,6277,25,1,8260,"0","0",1,""
62,6294,42,1,8262,"0","0",1,""
62,6297,51,3,8286,"0","0",1,""
62,6301,15,1,8264,"0","0",1,""
62,6300,35,2,8298,"0","0",1,""
62,6295,36,1,8266,"0","0",1,""
62,6303,13,1,8267,"0","0",1,""
19646,6258,35,1,8270,"0","0",1,""
19686,6232,13,1,8275,"0","0",1,""
19646,6304,35,1,8276,1,"0",1,""
62,6304,35,1,8279,"0","0",1,""
18878,6303,13,2,8284,"0","0",1,""
19235,6305,13,-1,"0",1,"0",1,""
19767,6306,13,1,8288,1,"0",1,""
19235,6306,13,1,8289,"0","0",1,""
19235,6307,13,-1,"0",1,"0",1,""
19971,307,15,"0","0","0","0",1,""
19235,6308,13,-1,"0",1,"0",1,""
18323,742,43,1,8294,"0","0",1,""
18323,6258,35,3,8306,"0","0",1,""
18323,6309,25,3,8319,1,"0",1,""
62,6309,25,3,8327,"0","0",1,""
20209,6310,13,1,8303,1,"0",1,""
18323,6311,36,1,8304,1,"0",1,""
62,6310,13,1,8309,"0","0",1,""
62,6311,36,1,8310,"0","0",1,""
18323,6312,35,2,8325,1,"0",1,""
17220,768,15,"0","0","0","0",1,""
62,6312,35,2,8326,"0","0",1,""
11709,6313,35,1,8314,1,"0",1,""
17323,6309,25,2,8324,"0","0",1,""
17323,6314,32,2,8323,1,"0",1,""
62,6314,32,2,8328,"0","0",1,""
18323,6313,35,1,8320,"0","0",1,""
20695,6315,32,1,8329,1,"0",1,""
17908,6316,32,2,8332,1,"0",1,""
17180,6316,32,1,8331,"0","0",1,""
21368,6317,32,1,8333,1,"0",1,""
21368,6318,13,1,8334,1,"0",1,""
21947,6319,35,1,8335,1,"0",1,""
21980,6320,32,1,8336,1,"0",1,""
22049,6321,35,1,8337,1,"0",1,""
22264,837,9,"0",8338,"0","0",1,""
22434,721,33,"0",8354,"0","0",1,""
22434,775,49,"0","0","0","0",1,""
22434,6320,32,"0","0","0","0",1,""
23833,1129,42,"0","0","0","0",1,""
62,6366,15,1,8397,"0","0",1,""
23048,6272,51,1,8373,"0","0",1,""
23523,719,37,"0","0","0","0",1,""
22549,6344,32,1,8363,1,"0",1,""
118,6272,51,"0","0","0","0",1,""
23117,1164,63,"0","0","0","0",1,""
23122,6241,51,1,8376,"0","0",1,""
23164,6355,42,2,8379,1,"0",1,""
62,6355,42,2,8380,"0","0",1,""
23234,5959,13,"0","0","0","0",1,""
23364,6276,13,"0","0","0","0",1,""
23261,1091,33,"0","0","0","0",1,""
