393,340,178,179,3,com_content.category.96,Business,"{""core.create"":{""6"":1,""3"":1},""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1},""core.edit.own"":{""6"":1,""3"":1}}"
403,340,180,181,3,com_content.category.97,Education,"{""core.create"":{""6"":1,""3"":1},""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1},""core.edit.own"":{""6"":1,""3"":1}}"
404,340,190,191,3,com_content.category.98,Education news,"{""core.create"":{""6"":1,""3"":1},""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1},""core.edit.own"":{""6"":1,""3"":1}}"
411,340,182,183,3,com_content.category.99,Religion,"{""core.create"":{""6"":1,""3"":1},""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1},""core.edit.own"":{""6"":1,""3"":1}}"
412,340,184,185,3,"com_content.category.100",Religion 2,"{""core.create"":{""6"":1,""3"":1},""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1},""core.edit.own"":{""6"":1,""3"":1}}"
442,18,36453,36452,2,com_modules.module.527,Menu Utente,{}
447,18,36455,36454,2,com_modules.module.278,K2 Accesso Rapido,"{""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1}}"
448,1,36942,36941,1,com_kunena,com_kunena,{}
458,18,36457,36456,2,"com_modules.module.100",Breadcrumbs,"{""core.delete"":{""6"":1},""core.edit"":{""6"":1,""4"":1},""core.edit.state"":{""6"":1,""5"":1}}"
460,1,36944,36943,1,com_phocadownload,com_phocadownload,{}
461,1,36946,36945,1,com_sh404sef,sh404SEF,"{""core.admin"":[],""core.manage"":[],""core.create"":[],""core.delete"":[],""core.edit"":[],""core.edit.state"":[],""core.edit.own"":[]}"
462,18,36459,36458,2,com_modules.module.435,Inizia qui,{}
463,16,36333,36332,2,com_menus.menu.25,Regioni,{}
465,1,36948,36947,1,#__languages.2,#__languages.2,{}
