1,"0"
2,"0"
3,"0"
4,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
12,"0"
13,"0"
14,"0"
15,"0"
17,-8304
17,-8261
17,-7444
17,-7382
17,-7325
17,-7253
17,-7195
17,-4191
17,-4083
17,-4070
17,-816
17,-331
17,-274
17,-273
17,-272
17,-253
17,-249
17,-101
19,-463
19,-462
19,-433
19,-432
19,-431
19,-430
19,-429
19,-427
19,-400
19,-399
19,-296
19,-244
19,-243
19,-242
19,-234
20,"0"
22,231
22,234
22,238
22,242
22,243
22,244
22,296
22,399
22,400
23,-463
23,-462
23,-433
23,-432
23,-431
23,-430
23,-429
23,-427
23,-400
23,-399
23,-296
23,-244
23,-243
23,-242
23,-238
23,-234
25,294
31,309
32,309
33,307
34,326
36,304
37,"0"
38,300
40,313
47,231
47,234
47,242
47,243
47,244
47,296
47,399
47,400
57,238
57,427
57,429
57,430
57,431
57,432
57,433
57,462
57,463
58,427
58,429
58,430
58,431
58,432
58,433
58,462
58,463
65,427
65,429
65,430
65,431
65,432
65,433
65,462
65,463
68,243
71,285
71,316
74,-8304
74,-8261
74,-7448
74,-7447
74,-7444
74,-7325
74,-7297
74,-7253
74,-7195
74,-6827
74,-4191
74,-3885
74,-3613
74,-2975
74,-1884
74,-1883
74,-1882
74,-1881
74,-1880
74,-1879
74,-1878
74,-1877
74,-1876
74,-1757
74,-1095
74,-816
74,-331
74,-327
74,-274
74,-273
74,-272
74,-261
74,-253
74,-252
74,-250
74,-249
74,-101
78,"0"
83,"0"
100,-8304
100,-8261
100,-7444
100,-7382
100,-7325
100,-7253
100,-7195
100,-4191
100,-4083
100,-4070
100,-816
100,-331
100,-274
100,-273
100,-272
100,-253
100,-249
100,-101
104,"0"
107,472
107,473
107,474
107,475
107,476
107,477
108,472
108,473
108,474
108,475
108,476
108,477
109,472
109,473
109,474
109,475
109,476
109,477
111,472
111,473
111,474
111,475
111,476
111,477
112,472
112,473
112,474
112,475
112,476
112,477
113,472
113,473
113,474
113,475
113,476
113,477
114,470
115,470
116,472
116,473
116,474
116,475
116,476
116,477
121,472
121,473
121,474
121,475
121,476
121,477
122,472
122,473
122,474
122,475
122,476
122,477
123,472
123,473
123,474
123,475
