1,com_banners
2,com_cache
3,com_categories
4,com_config
5,com_contact
6,com_content
7,com_installer
8,com_media
9,com_menus
10,com_messages
11,com_modules
12,com_newsfeeds
13,com_plugins
14,com_redirect
15,com_tags
16,com_templates
17,com_users
18,com_checkin
