3,185,"0.79331"
4,185,"0.79331"
6,185,"0.79331"
3,2559,2.28683
3,2560,2.7334
3,2561,3.3334
3,2568,1.63317
3,2569,7.02317
3,2570,3.1334
3,2590,"0.14007"
6,2590,1.12056
4,2590,1.37402
3,2593,1.92
3,2594,2.07996
3,2621,2.16
3,2622,"0.24"
3,2623,1.52004
3,2624,1.95996
3,2625,"0.48"
3,2626,1.56
3,2627,1.76004
3,2705,"0.81669"
3,2706,"0.95669"
3,2707,1.02669
3,2708,1.05
3,2709,"0.32669"
3,2710,1.05
3,2711,1.12
3,2712,"0.32669"
3,2713,"0.93331"
3,2714,1.14331
3,2715,"0.32669"
3,2716,1.07331
3,2717,1.23669
3,2850,"0.18669"
3,2851,"0.86331"
3,2852,1.14331
3,2853,"0.23331"
3,2854,"0.88669"
3,2855,"0.95669"
3,2856,"0.32669"
3,2857,"0.93331"
3,2858,1.05
6,2859,"0.51331"
3,2859,"0.51331"
3,2860,1.02669
3,2861,1.12
3,2862,"0.51331"
3,2863,1.12
3,2864,1.28331
3,2894,2.26661
3,2895,2.49339
3,2896,2.60661
4,3121,1.35996
4,3122,1.64004
4,3123,1.59996
4,3124,1.71996
4,3125,"0.48"
4,3126,1.76004
4,3127,1.95996
4,3164,"0.63996"
4,3165,1.68
4,3166,2.00004
4,3167,"0.63996"
4,3168,1.59996
4,3169,1.95996
4,3185,"0.14"
4,3186,"0.91"
4,3187,"0.95669"
4,3691,"0.95669"
4,3692,1.05
4,3695,"0.84"
4,3696,"0.98"
4,3699,"0.88669"
4,3700,"0.95669"
4,3701,"0.79331"
4,3702,"0.93331"
4,3703,"0.88669"
4,3704,"0.95669"
6,3708,"0.79331"
4,3710,1.07331
4,3711,1.16669
4,3712,"0.79331"
4,3713,1.00331
4,3714,"0.93331"
4,3717,"0.81669"
4,3718,"0.93331"
4,3719,"0.81669"
6,3719,"0.81669"
4,3720,"0.88669"
6,3721,"0.88669"
4,3721,1.77338
4,3722,"0.93331"
4,3723,"0.95669"
4,3724,"0.86331"
4,3725,1.05
4,3726,1.58662
4,3727,"0.91"
4,3728,"0.88669"
4,3729,"0.93331"
4,3730,1.02669
4,3731,"0.86331"
4,3732,1.19
4,3733,"0.86331"
4,3734,"0.91"
4,3735,"0.79331"
6,3735,"0.79331"
4,3736,"0.93331"
6,3739,"0.09331"
4,3739,"0.65317"
4,3740,"0.98"
4,3741,1.12
4,3742,"0.86331"
4,3743,1.09669
4,3744,"0.98"
4,3745,1.14331
4,3746,"0.79331"
4,3747,"0.88669"
4,3748,1.63338
4,3749,1.00331
4,3750,"0.95669"
4,3751,"0.95669"
4,3752,1.02669
4,3753,"0.14"
4,3754,"0.91"
4,3755,1.02669
4,3756,"0.65331"
4,3757,1.21331
4,3758,1.26
4,3759,"0.32669"
4,3760,1.09669
4,3761,1.19
4,3762,"0.28"
4,3763,"0.91"
4,3764,1.05
4,4645,"0.28"
4,4646,"0.88669"
4,4647,"0.95669"
4,4648,"0.28"
4,4649,1.05
4,4650,1.33
4,4651,"0.46662"
4,4652,"0.98"
4,4653,1.02669
4,4654,1.14331
4,4655,1.21331
4,4656,"0.23331"
4,4657,"0.95669"
4,4658,1.09669
4,4659,"0.23331"
6,4659,"0.23331"
4,4660,1.02669
4,4661,1.14331
4,4662,"0.32669"
4,4663,"0.98"
4,4664,1.21331
4,4665,"0.37331"
4,4666,"0.98"
4,4667,1.07331
4,4668,"0.23331"
4,4669,"0.91"
4,4670,1.05
4,4671,"0.23331"
4,4672,"0.86331"
4,4673,1.00331
4,4674,"0.23331"
4,4675,"0.88669"
4,4676,1.07331
4,4677,"0.23331"
4,4678,1.02669
4,4679,1.09669
4,4680,"0.27993"
6,4680,"0.46655"
4,4681,"0.88669"
4,4682,"0.95669"
4,4683,"0.86331"
4,4684,1.02669
4,4685,"0.88669"
4,4686,1.07331
4,4687,"0.37331"
4,4688,"0.95669"
4,4689,1.16669
4,4690,1.11993
4,4691,"0.95669"
4,4692,1.07331
4,4693,"0.98"
4,4694,1.12
4,4695,1.00331
4,4696,1.07331
4,4697,"0.28"
4,4698,"0.95669"
4,4699,1.02669
4,4700,"0.7"
4,4701,1.12
4,4702,1.23669
4,4703,"0.42"
4,4704,"0.98"
4,4705,1.14331
4,4706,"0.28"
4,4707,"0.91"
4,4708,1.07331
4,4709,"0.28"
4,4710,"0.93331"
4,4711,1.09669
4,4712,"0.23331"
4,4713,"0.98"
4,4714,1.16669
4,4715,"0.23331"
6,4715,"0.23331"
4,4716,1.05
4,4717,1.19
4,4718,"0.23331"
4,4719,"0.98"
4,4720,1.19
6,6858,2.32
6,6859,5.05679
6,6860,6.29
6,7314,"0.88669"
6,7315,1.07331
6,7316,"0.91"
6,7317,1.14331
6,7318,"0.93331"
6,7319,1.09669
6,7322,"0.91"
6,7323,1.05
6,7324,"0.91"
6,7325,1.02669
6,7326,1.54
6,7327,"0.98"
6,7328,"0.95669"
6,7329,"0.95669"
6,7330,1.09669
6,7331,1.14331
6,7332,1.05
6,7333,"0.84"
6,7334,"0.95669"
6,7335,"0.88669"
6,7336,"0.95669"
6,7337,"0.98"
6,7338,1.05
6,7341,"0.86331"
6,7342,1.05
6,7343,"0.98"
6,7344,1.58662
6,7345,1.02669
6,7351,"0.91"
6,7352,1.00331
6,7353,"0.86331"
6,7354,1.02669
6,7355,"0.79331"
6,7356,"0.88669"
6,7357,"0.32669"
6,7358,"0.93331"
6,7359,1.07331
6,7360,"0.42"
6,7361,1.16669
6,7362,1.21331
6,7363,"0.28"
6,7364,"0.81669"
6,7365,"0.95669"
6,7366,1.05
6,7367,1.26
6,7368,"0.28"
6,7369,"0.88669"
6,7370,1.07331
6,7371,"0.32669"
6,7372,"0.93331"
6,7373,1.09669
6,7374,"0.23331"
6,7375,"0.86331"
6,7376,"0.93331"
6,8003,"0.37331"
6,8004,"0.95669"
6,8005,1.16669
6,8006,"0.88669"
6,8007,1.07331
6,8008,"0.23331"
6,8009,1.00331
6,8010,1.23669
6,8011,"0.28"
6,8012,"0.88669"
6,8013,1.05
6,8014,"0.09331"
6,8015,"0.91"
6,8016,1.02669
6,8017,"0.23331"
6,8018,1.02669
6,8019,1.12
6,8020,"0.46662"
6,8021,1.12
6,8022,1.21331
6,8023,1.00331
6,8024,1.09669
6,8025,"0.23331"
6,8026,1.00331
6,8027,1.26
6,8028,"0.93331"
6,8029,1.02669
6,8030,1.02669
6,8031,1.09669
6,8032,"0.93331"
6,8033,1.00331
6,8034,"0.93331"
6,8035,1.12
6,8036,1.00331
6,8037,1.07331
6,8038,"0.18669"
6,8039,"0.86331"
6,8040,"0.95669"
6,8041,"0.56"
6,8042,"0.93331"
6,8043,1.00331
6,8044,"0.91"
6,8045,1.05
6,8046,"0.42"
6,8047,1.77338
6,8048,1.96
6,8049,"0.88669"
6,8050,1.12
6,8051,"0.32669"
6,8052,"0.93331"
6,8053,1.00331
6,8054,"0.7"
6,8055,"0.98"
6,8056,1.02669
6,8057,"0.84"
6,8058,1.14331
6,8059,"0.98"
6,8060,1.14331
6,8061,"0.84"
6,8062,1.05
6,8063,"0.88669"
6,8064,"0.93331"
6,8065,"0.46669"
6,8066,1.02669
6,8067,1.23669
