1,700
3,802
3,10378
3,10487
3,10763
21,700
45,28
352,10673
354,10594
355,10674
359,10507
363,10553
364,10624
364,10625
364,11173
365,10543
369,10484
370,10500
374,10473
375,10474
377,10672
380,10161
382,10571
388,10496
389,10378
394,10716
401,10742
401,10761
401,10764
401,10783
401,10797
403,10745
404,10746
405,10747
406,10748
407,10749
408,10750
409,10718
410,10752
423,10769
423,11171
424,10770
429,10777
432,10543
439,10788
445,10812
453,10552
455,10834
466,10833
466,10889
468,10822
479,10889
496,10958
496,10959
496,11174
497,10961
513,10505
513,11035
513,11045
513,11050
513,11053
513,11061
513,11074
513,11098
513,11099
513,11109
513,11110
513,11115
513,11116
513,11122
513,11123
513,11135
513,11136
513,11142
513,11143
513,11150
513,11151
513,11156
513,11170
515,10719
516,10953
517,10890
518,10751
519,10725
555,11147
566,11179
566,11182
569,10709
570,11068
571,10563
572,11185
573,11186
574,11187
575,11191
576,11198
577,11197
