375,14195,com_content.article,267,Arnold sport summer,arnold-sport-sum,Arnold sport summer,"",mediajce,"","",1,"0",30305,2023-01-09 03:19:15,"0","{""hint"":"""",""class"":"""",""label_class"":"""",""show_on"":"""",""render_class"":"""",""value_render_class"":"""",""showlabel"":""1"",""label_render_class"":"""",""display"":""2"",""layout"":"""",""display_readonly"":""2""}","{""mediatype"":""documents"",""media_class"":"""",""media_description"":"""",""media_target"":""""}",*,2023-01-09 02:18:42,30305,2023-01-09 02:55:32,30305,1
376,14197,com_content.article,267,Arnold spring,arnold-spring,Arnold spring,"",mediajce,"","",1,"0","0","0000-00-00 00:00:00","0","{""hint"":"""",""class"":"""",""label_class"":"""",""show_on"":"""",""render_class"":"""",""value_render_class"":"""",""showlabel"":""1"",""label_render_class"":"""",""display"":""2"",""layout"":"""",""display_readonly"":""2""}","{""mediatype"":""images"",""media_class"":"""",""media_description"":"""",""media_target"":""""}",*,2023-01-09 02:56:20,30305,"0000-00-00 00:00:00","0",1
377,14198,com_content.article,267,arnold autums,arnold-autums,arnold autums,"",mediajce,"","",1,"0","0","0000-00-00 00:00:00","0","{""hint"":"""",""class"":"""",""label_class"":"""",""show_on"":"""",""render_class"":"""",""value_render_class"":"""",""showlabel"":""1"",""label_render_class"":"""",""display"":""2"",""layout"":"""",""display_readonly"":""2""}","{""mediatype"":""media"",""media_class"":"""",""media_description"":"""",""media_target"":""""}",*,2023-01-09 02:56:53,30305,"0000-00-00 00:00:00","0",1
378,14199,com_content.article,267,arnold winter,arnold-winter,arnold winter,"",mediajce,"","",1,"0","0","0000-00-00 00:00:00","0","{""hint"":"""",""class"":"""",""label_class"":"""",""show_on"":"""",""render_class"":"""",""value_render_class"":"""",""showlabel"":""1"",""label_render_class"":"""",""display"":""2"",""layout"":"""",""display_readonly"":""2""}","{""mediatype"":""files"",""media_class"":"""",""media_description"":"""",""media_target"":""""}",*,2023-01-09 02:57:16,30305,2023-01-09 02:57:27,30305,1
