3,25,"0.9334"
4,25,"0.9334"
6,25,"0.9334"
3,26,2.8666
4,26,2.8666
6,26,2.8666
3,2773,"0.46669"
3,2774,1.14331
3,2775,1.21331
3,2776,"0.37338"
3,2777,"0.86331"
3,2778,"0.98"
3,2779,"0.88669"
3,2780,1.02669
4,3138,1.38658
4,3139,2.59673
4,3140,1.83996
6,4074,"0.27993"
4,4074,"0.37324"
4,4075,"0.98"
4,4076,1.05
4,4077,"0.84"
4,4078,"0.91"
4,4079,"0.84"
4,4080,1.07331
4,4081,1.02669
4,4082,1.12
4,4083,"0.37331"
4,4084,1.00331
4,4085,1.14331
4,4086,"0.28"
4,4087,"0.84"
4,4088,"0.98"
4,4089,"0.95669"
4,4090,1.21331
4,4091,"0.32669"
4,4092,1.12
4,4093,1.16669
4,4094,"0.65331"
4,4095,1.16669
4,4096,1.21331
4,4097,"0.56007"
4,4098,"0.84"
4,4099,"0.95669"
4,4100,"0.88669"
4,4101,"0.95669"
4,4102,"0.86331"
4,4103,1.05
4,4104,"0.32669"
4,4105,"0.91"
4,4106,1.02669
4,4107,"0.32669"
4,4108,"0.93331"
4,4109,1.09669
4,4110,"0.32669"
4,4111,1.00331
4,4112,1.16669
4,4113,"0.18669"
4,4114,1.00331
4,4115,1.09669
4,4116,"0.28"
6,4116,"0.28"
4,4117,"0.98"
4,4118,1.02669
4,4119,"0.18669"
4,4120,"0.88669"
4,4121,1.05
4,4122,"0.46662"
4,4123,"0.88669"
4,4124,1.05
4,4125,"0.93331"
4,4126,1.09669
4,4127,"0.23331"
4,4128,"0.98"
4,4129,1.16669
4,4130,"0.09331"
6,4130,"0.18662"
4,4131,"0.93331"
4,4132,1.05
4,4133,1.14331
4,4134,1.14331
4,4135,1.30669
4,4136,"0.46669"
4,4137,1.00331
4,4138,1.16669
4,4139,"0.28"
4,4140,"0.98"
4,4141,1.05
4,4142,"0.37331"
4,4143,"0.95669"
4,4144,1.12
4,4145,"0.28"
4,4146,"0.93331"
4,4147,1.02669
4,4148,"0.28"
4,4149,"0.95669"
4,4150,1.21331
4,4151,"0.46669"
4,4152,1.07331
4,4153,1.28331
6,7581,1.00331
6,7582,1.21331
6,7583,"0.84"
6,7584,1.02669
6,7585,"0.88669"
6,7586,1.00331
6,7587,"0.28"
6,7588,1.00331
6,7589,1.23669
6,7590,"0.14"
6,7591,"0.88669"
6,7592,1.00331
6,7593,"0.18669"
6,7594,"0.88669"
6,7595,1.09669
6,7596,"0.37338"
6,7597,"0.91"
6,7598,1.07331
6,7599,"0.95669"
6,7600,1.09669
6,7601,"0.42"
6,7602,"0.95669"
6,7603,1.16669
6,7604,"0.23331"
6,7605,1.00331
6,7606,1.07331
6,7607,1.09669
6,7608,1.23669
6,7609,"0.37338"
6,7610,1.00331
6,7611,1.07331
6,7612,1.02669
6,7613,1.28331
6,7614,1.00331
6,7615,1.26
6,7616,"0.91"
6,7617,1.23669
6,7618,"0.37331"
6,7619,"0.98"
6,7620,1.16669
6,7621,"0.32669"
6,7622,"0.93331"
6,7623,1.07331
6,7624,"0.23331"
6,7625,"0.95669"
6,7626,1.00331
6,7627,"0.23331"
6,7628,"0.86331"
6,7629,"0.93331"
6,7630,"0.37331"
6,7631,1.09669
6,7632,1.26
6,7633,"0.23331"
6,7634,"0.93331"
6,7635,1.05
