1,"Backup taken on Monday, 09 January 2023 05:03 CET","",2023-01-09 04:03:55,2023-01-09 04:09:57,complete,backend,full,1,site-localhost-20230109-050355cet-j2U1nh54JGxomnbz.jpa,/var/www/html/dev/fix-bugs/fix/j3-k2-migrate/administrator/components/com_akeeba/backup/site-localhost-20230109-050355cet-j2U1nh54JGxomnbz.jpa,"0",backend,id-20230109-040355-537109,1,,618308631,"0",1
2,"Backup taken on Monday, 09 January 2023 10:36 CET","",2023-01-09 09:36:43,2023-01-09 09:44:17,complete,backend,full,1,site-localhost-20230109-103643cet-oksVs-rAHserSwG5.jpa,/var/www/html/dev/fix-bugs/fix/j3-k2-migrate/administrator/components/com_akeeba/backup/site-localhost-20230109-103643cet-oksVs-rAHserSwG5.jpa,"0",backend,id-20230109-093643-14743,1,,630116554,"0",1
