id,name,value,type,group,published,ordering
53,Location,"[{""name"":""Austria"",""value"":""2"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Germany"",""value"":""3"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Italy"",""value"":""4"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Morocco"",""value"":""5"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Peru"",""value"":""6"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Spain"",""value"":""7"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Switzerland"",""value"":""8"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""France"",""value"":""9"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Romania"",""value"":""10"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Iceland"",""value"":""11"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""India"",""value"":""12"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Bolivia"",""value"":""13"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Greece"",""value"":""14"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Czech Republic"",""value"":""15"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Slovakia"",""value"":""16"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Slovenia "",""value"":""17"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Bulgaria"",""value"":""18"",""target"":null,""alias"":""Location"",""required"":0,""showNull"":0},{""name"":""Australia"",""value"":19,""target"":null,""alias"":""Location"",""required"":0,""showNull"":0}]",multipleSelect,8,1,3
54,Elevation gain,"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,8,1,4
55,Length,"[{""name"":null,""value"":"""",""target"":null,""alias"":""Length"",""required"":0,""showNull"":0}]",textfield,8,1,5
56,Terrain,"[{""name"":""Cycle path (own)"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Cycle way (shared)"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Gravel (mixed terrain)"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Asphalt "",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,8,1,6
57,Route type,"[{""name"":""Ring tour"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Linear tour"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,8,1,7
58,Difficulty,"[{""name"":""Family"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Micro adventure"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""Great adventure"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,8,1,8
59,Highlights,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":""5"",""cols"":"""",""target"":null,""alias"":""binoculars"",""required"":0,""showNull"":0}]",textarea,8,1,9
60,Info,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":""5"",""cols"":"""",""target"":null,""alias"":""comment"",""required"":0,""showNull"":0}]",textarea,8,1,10
61,Sleep,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":""5"",""cols"":"""",""target"":null,""alias"":""bed"",""required"":0,""showNull"":0}]",textarea,8,1,11
62,Eat,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":""5"",""cols"":"""",""target"":null,""alias"":""beer"",""required"":0,""showNull"":0}]",textarea,8,1,12
63,Other,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":""5"",""cols"":"""",""target"":null,""alias"":""bookmark"",""required"":0,""showNull"":0}]",textarea,8,1,13
64,Amazon-3,"[{""name"":null,""value"":"""",""target"":null,""alias"":""Amazon"",""required"":0,""showNull"":0}]",textfield,8,1,14
66,Sacco a pelo/Tende,"[{""name"":null,""value"":""Sacco a pelo\/Tende"",""displayInFrontEnd"":0,""target"":null,""alias"":""Saccoapelo"",""required"":1,""showNull"":0}]",header,7,1,22
67,Comodità-1,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,23
68,Ingombro,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,24
69,Peso,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,25
70,Tessuto,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,26
71,Temperatura,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,27
72,Rifiniture,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,28
73,Tipo di contenuto,"[{""name"":""Itinerario"",""value"":""2"",""target"":null,""alias"":""contenuto"",""required"":0,""showNull"":1},{""name"":""Articolo"",""value"":""3"",""target"":null,""alias"":""contenuto"",""required"":0,""showNull"":1}]",select,6,1,1
75,Telaio-1,"[{""name"":""Acciaio"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Allulminio"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Carbonio"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Titanio"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",select,9,1,1
76,Freni,"[{""name"":""A disco meccanici"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""A disco idraulici"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""V brake"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Cantilever"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""V brake idraulici"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",select,9,1,2
77,Ruote,"[{""name"":""26\"""",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""27,5\"""",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""28\""\/29\"""",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",select,9,1,3
78,Comandi cambio,"[{""name"":""Barend"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Leve "",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""A manopola"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""STI c.c. integrato"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",select,9,1,4
79,Sviluppo metrico min/max,"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,9,1,5
80,Misure taglia M (reach/stack),"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,9,1,6
81,Prezzo,"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,9,1,7
82,Accessori,"[{""name"":""Portapacchi posteriore"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Portapacchi anteriore"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Parafanghi"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Luci frontale e posteriore"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Dinamo al mozzo"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Cavalletto"",""value"":7,""target"":null,""alias"":"""",""required"":0,""showNull"":0},{""name"":""Campanello"",""value"":8,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",multipleSelect,9,1,8
83,Caratteristiche peculiari,"[{""name"":null,""value"":""Ad esempio cambio rolhoff o cinghia; manubrio moloko, jones o ad H; sella brooks b17..."",""editor"":""1"",""rows"":"""",""cols"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textarea,9,1,9
84,Amazon-2,"[{""name"":null,""value"":"""",""target"":null,""alias"":""amazonmtb"",""required"":0,""showNull"":0}]",textfield,1,1,9
85,Montaggio,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,31
86,Dimensione,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,30
87,Tende,"[{""name"":null,""value"":""Tende"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,7,1,29
88,Luci bici,"[{""name"":null,""value"":""Luci bici"",""displayInFrontEnd"":0,""target"":null,""alias"":""lucibici"",""required"":0,""showNull"":0}]",header,7,1,32
89,Montaggio,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":""montaggioluci"",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":""montaggioluci"",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":""montaggioluci"",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":""montaggioluci"",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":""montaggioluci"",""required"":0,""showNull"":1}]",select,7,1,33
90,Luminosità,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1},{""name"":"""",""value"":""7"",""target"":null,""alias"":""luminositdiurna"",""required"":0,""showNull"":1}]",select,7,1,34
91,Luminosità notturna,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1},{""name"":"""",""value"":""7"",""target"":null,""alias"":""luminositnotturna"",""required"":0,""showNull"":1}]",select,7,"0",35
92,Batteria,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1},{""name"":"""",""value"":""7"",""target"":null,""alias"":""batteria"",""required"":0,""showNull"":1}]",select,7,1,36
93,Versatilità,"[{""name"":""1"",""value"":""2"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":""3"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":""4"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":""5"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":""6"",""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":"""",""value"":""7"",""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,37
94,Borse,"[{""name"":null,""value"":""Borse"",""displayInFrontEnd"":0,""target"":null,""alias"":""borse_bici"",""required"":0,""showNull"":0}]",header,10,1,1
95,Adatto a,"[{""name"":""Cicloturismo"",""value"":""2"",""target"":null,""alias"":""tipologia_borsa"",""required"":0,""showNull"":1},{""name"":""Bikepacking"",""value"":""3"",""target"":null,""alias"":""tipologia_borsa"",""required"":0,""showNull"":1}]",select,10,1,3
96,Posizione-1,"[{""name"":""Manubrio"",""value"":""2"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Sottosella"",""value"":""3"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Telaio"",""value"":""4"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Top Tube"",""value"":""5"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Stem bag"",""value"":""6"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Fork bag \/ Dry bag"",""value"":""7"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Laterali Anteriori"",""value"":""8"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Laterali Posteriori"",""value"":""9"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Pizza bag"",""value"":""10"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Recumbent Bike bag"",""value"":""11"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Bauletto da bici"",""value"":""13"",""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1},{""name"":""Folding Bike bag"",""value"":14,""target"":null,""alias"":""posizione_borsa"",""required"":0,""showNull"":1}]",select,10,1,4
97,Prezzo,"[{""name"":null,""value"":"""",""target"":null,""alias"":""prezzoborse"",""required"":0,""showNull"":0}]",textfield,10,1,13
98,Resistenza acqua,"[{""name"":""Waterproof"",""value"":""2"",""target"":null,""alias"":""Resistenza_acqua"",""required"":0,""showNull"":1},{""name"":""Water resistant"",""value"":""3"",""target"":null,""alias"":""Resistenza_acqua"",""required"":0,""showNull"":1}]",select,10,1,8
99,Volume,"[{""name"":null,""value"":"""",""target"":null,""alias"":""volume_borsa"",""required"":0,""showNull"":0}]",textfield,10,1,5
100,Peso,"[{""name"":null,""value"":"""",""target"":null,""alias"":""peso_borsa"",""required"":0,""showNull"":0}]",textfield,10,1,6
101,Nazione,"[{""name"":""Italia"",""value"":""2"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""U.S.A."",""value"":""3"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Russia"",""value"":""4"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Germania"",""value"":""5"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Polonia"",""value"":""6"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Repubblica Ceca"",""value"":""7"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Spagna"",""value"":""8"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Cina"",""value"":""9"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Francia"",""value"":""10"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Belgio"",""value"":""11"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Paesi Bassi"",""value"":""12"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Gran Bretagna"",""value"":""13"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Svezia"",""value"":""14"",""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1},{""name"":""Canada"",""value"":15,""target"":null,""alias"":""Paese_produttore"",""required"":0,""showNull"":1}]",select,10,1,9
102,Lunghezza,"[{""name"":null,""value"":"""",""target"":null,""alias"":""lunghezza_borsa"",""required"":0,""showNull"":0}]",textfield,10,1,10
103,Profondità,"[{""name"":null,""value"":"""",""target"":null,""alias"":""profondita_borsa"",""required"":0,""showNull"":0}]",textfield,10,1,11
104,Altezza,"[{""name"":null,""value"":"""",""target"":null,""alias"":""altezza_borsa"",""required"":0,""showNull"":0}]",textfield,10,1,12
105,Sito web,"[{""name"":"""",""value"":"""",""target"":""new"",""alias"":""sito_web"",""required"":0,""showNull"":0}]",link,10,1,14
106,Materiale,"[{""name"":null,""value"":"""",""target"":null,""alias"":""materialeborse"",""required"":0,""showNull"":0}]",textfield,10,1,7
107,Instagram,"[{""name"":"""",""value"":"""",""target"":""new"",""alias"":""instagram_borse"",""required"":0,""showNull"":0}]",link,10,1,15
108,Azienda,"[{""name"":""Columbus"",""value"":""2"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Revelate Designs"",""value"":""3"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Ortlieb"",""value"":""4"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Gramm"",""value"":""5"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Miss Grape"",""value"":""6"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Kicking Donkey"",""value"":""7"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""MSX"",""value"":""8"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Bikepack"",""value"":""9"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""8bar"",""value"":""10"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Sport Arsenal"",""value"":""11"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Vaude"",""value"":""12"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Geosmina"",""value"":""13"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Mempo"",""value"":""14"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Nordcruz"",""value"":""15"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Modolo"",""value"":""16"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Rusjan"",""value"":""17"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""BBB cycling"",""value"":""18"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Vap Cycling"",""value"":""19"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Burgfyr"",""value"":""20"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Helmut Equipement"",""value"":""21"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Polarfox"",""value"":""22"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Crosso"",""value"":""23"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Copra"",""value"":""24"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Moga Bags"",""value"":""25"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Roswheel"",""value"":""26"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Apidura"",""value"":""27"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Thule"",""value"":""28"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Alpkit"",""value"":""30"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Brooks"",""value"":""32"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Restrap"",""value"":""33"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Decathlon"",""value"":""34"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Arkel"",""value"":""35"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Campagnolo"",""value"":""36"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Con-Tec"",""value"":""37"",""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1},{""name"":""Blackburn"",""value"":38,""target"":null,""alias"":""azienda_borse"",""required"":0,""showNull"":1}]",multipleSelect,10,1,2
109,Opinion,"[{""name"":null,""value"":""Opinion"",""displayInFrontEnd"":0,""target"":null,""alias"":""Opinion"",""required"":0,""showNull"":1}]",header,11,1,1
110,Type of test,"[{""name"":null,""value"":"""",""editor"":""1"",""rows"":"""",""cols"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textarea,11,1,2
111,Test duration,"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,11,1,3
112,General,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,4
113,Cost,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,5
114,Pros,"[{""name"":null,""value"":"""",""editor"":null,""rows"":"""",""cols"":"""",""target"":null,""alias"":""pro_eng"",""required"":0,""showNull"":0}]",textarea,11,1,6
115,Cons,"[{""name"":null,""value"":"""",""editor"":null,""rows"":"""",""cols"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textarea,11,1,7
116,Bags,"[{""name"":null,""value"":""Bags"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,11,1,8
117,Comfort,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,9
118,Mounting,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,10
119,Materials,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,11
120,Encumbrance,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,12
