2,Newsletter Life in Travel,1,1,"0",#0000FF,2018-12-12 11:36:57,,,62,"","",1,standard,,
4,Newsletter Marketing,1,1,"0",#00ff00,2018-12-12 11:36:57,,,62,"","",1,standard,,
5,English Newsletter,1,1,"0",#f50a0a,2018-12-12 11:36:57,,,62,"","",1,standard,,
8,Impronte Magazine,1,1,,#e86e0e,2021-03-16 09:54:07,,,62,"",Newsletter dedicata a chi ha acquistato il magazine,1,standard,,
9,Newsletter Eventi LiT ,1,1,,#6551a4,2021-08-30 16:21:48,,,12096,"",tutti i partecipanti a eventi passati LIT,1,standard,"",
10,Esploratori,1,1,,#b88d28,2021-09-21 14:20:15,,,62,"",Solo esploratori (dal 2021),1,standard,,
11,Cicloviaggiatori,1,1,,#b507e2,2021-09-21 14:24:31,,,62,"",Solo Cicloviaggiatori (dal 2021),1,standard,,
12,Weekender,1,1,,#8fb607,2021-09-21 14:24:48,,,62,"","",1,standard,,
13,Jesolo,1,1,,#97d0c4,2022-05-19 07:42:05,,,62,"",Partecipanti Jesolo 14/15-05-2022,1,standard,"",""
