3,4,"0.4"
4,4,"0.4"
6,4,"0.4"
3,5,2.4666
4,5,2.4666
6,5,2.4666
3,6,2.8
4,6,2.8
6,6,2.8
3,10,"0.8"
4,10,"0.8"
6,10,"0.8"
3,11,2.5334
4,11,2.5334
6,11,2.5334
3,12,2.8
4,12,2.8
6,12,2.8
3,13,2.4
4,13,2.4
6,13,2.4
3,14,2.6
4,14,2.6
6,14,2.6
3,15,"0.6666"
4,15,"0.6666"
6,15,"0.6666"
3,21,"0.2666"
4,21,"0.2666"
6,21,"0.2666"
3,22,2.6666
4,22,2.6666
6,22,2.6666
3,23,3.0666
4,23,3.0666
6,23,3.0666
3,46,"0.34658"
4,46,"0.50654"
6,46,1.39965
3,49,"0.24"
4,49,"0.42"
6,49,"0.7"
4,60,"0.18669"
3,60,"0.32004"
3,63,"0.25327"
6,63,1.21303
4,63,1.49296
3,163,"0.69316"
6,163,1.58627
4,163,2.77264
3,180,"0.18669"
4,180,"0.37338"
3,202,"0.18669"
4,202,"0.32004"
3,205,"0.18669"
6,205,"0.18669"
4,205,"0.37338"
3,206,"0.86331"
4,206,"0.86331"
3,219,"0.04669"
6,219,"0.14007"
4,219,"0.23345"
3,227,"0.37324"
4,227,1.14638
6,227,2.47938
4,232,"0.81669"
3,232,1.63338
3,281,"0.14"
4,281,"0.84"
6,281,1.12
3,287,"0.14"
6,287,"0.28"
4,287,"0.84"
3,290,"0.18669"
4,290,"0.18669"
6,290,"0.18669"
3,2564,2.98648
3,2583,1.44
3,2584,1.52004
3,2585,1.56
3,2586,1.68
3,2587,1.39327
3,2588,2.04
3,2589,2.19996
3,2595,1.56
3,2596,1.71996
3,2597,1.47996
3,2598,1.68
3,2599,"0.32004"
3,2600,1.52004
3,2601,1.71996
3,2680,"0.51331"
3,2681,1.02669
3,2682,1.14331
3,2683,"0.95669"
3,2684,1.05
3,2685,1.02669
3,2686,1.19
3,2687,"0.86331"
3,2688,1.05
3,2689,"0.88669"
3,2690,1.09669
3,2691,"0.88669"
3,2692,1.14331
3,2693,"0.91"
3,2694,"0.98"
3,2695,"0.86331"
3,2696,"0.93331"
3,2697,"0.28"
