761,33,"0","0","0",""
10193,35,"0","0",1,""
10268,9,"0","0",1,""
10284,"0","0",1453360545,"0",""
10048,"0","0",1424723255,"0",""
9920,"0","0",1453984473,"0",""
10285,"0","0",1453988842,"0",""
10167,"0","0",1439787039,"0",""
10292,"0","0",1454489639,"0",""
62,"0",1,1454012716,"0",""
9927,"0","0",1433893293,"0",""
10313,"0","0",1455559151,"0",""
10314,"0","0",1455633211,"0",""
10260,"0","0",1455822103,"0",""
10317,"0","0",1455987419,"0",""
10320,"0","0",1456071259,"0",""
10318,"0","0",1456079555,"0",""
118,"0","0",1446024205,"0",""
9989,"0","0",1418739728,"0",""
10321,"0","0",1456223821,"0",""
10323,"0","0",1456246449,"0",""
10328,"0","0",1457086917,"0",""
10329,"0","0",1457322610,"0",""
10331,"0","0",1457365455,"0",""
9686,"0","0",1400006244,"0",""
10239,"0","0",1448399628,"0",""
10332,"0","0",1457515414,"0",""
10335,"0","0",1457719297,"0",""
10338,"0","0",1458121550,"0",""
10339,"0","0",1458123334,"0",""
10278,"0","0",1451926678,"0",""
10344,"0","0",1458280269,"0",""
10347,"0","0",1458613328,"0",""
10351,"0","0",1458990455,"0",""
10352,"0","0",1459093604,"0",""
10353,"0","0",1459134770,"0",""
10354,"0","0",1459142837,"0",""
10359,"0","0",1459865249,"0",""
10157,"0","0",1436732544,"0",""
10363,"0","0",1459913104,"0",""
10367,"0","0",1460116848,"0",""
10369,"0","0",1460337645,"0",""
10370,"0","0",1460360027,"0",""
9736,"0","0",1417003891,"0",""
10378,"0","0",1461147801,"0",""
10379,"0","0",1461185424,"0",""
10045,"0","0",1429497681,"0",""
10388,"0","0",1461706566,"0",""
10390,"0","0",1461939521,"0",""
10222,"0","0",1452185763,"0",""
10392,"0","0",1462191580,"0",""
10396,"0","0",1462772805,"0",""
10400,"0","0",1463185448,"0",""
10401,"0","0",1463195868,"0",""
10403,"0","0",1463275248,"0",""
10405,"0","0",1463710735,"0",""
10416,"0","0",1464201368,"0",""
10417,"0","0",1464230363,"0",""
10227,"0","0",1445440447,"0",""
10422,"0","0",1464686348,"0",""
10423,"0","0",1464696284,"0",""
10430,"0","0",1465220571,"0",""
10431,"0","0",1465288645,"0",""
10432,"0","0",1465300830,"0",""
10433,"0","0",1465420843,"0",""
10435,"0","0",1465548420,"0",""
10436,"0","0",1465560022,"0",""
10439,"0","0",1465718050,"0",""
10442,"0","0",1465803406,"0",""
9704,"0","0",1421493125,"0",""
10446,"0","0",1466111843,"0",""
10447,"0","0",1466172891,"0",""
10450,"0","0",1466295651,"0",""
10460,"0","0",1466975524,"0",""
10444,"0","0",1467011939,"0",""
10202,"0","0",1467026200,"0",""
10462,"0","0",1467064301,"0",""
10463,"0","0",1467124606,"0",""
10464,"0","0",1467201640,"0",""
10465,"0","0",1467232281,"0",""
10467,"0","0",1467276843,"0",""
10476,"0","0",1467284901,"0",""
10478,"0","0",1467360094,"0",""
10481,"0","0",1467543356,"0",""
10280,"0","0",1453585905,"0",""
10483,"0","0",1467587773,"0",""
10485,"0","0",1467719256,"0",""
10489,"0","0",1467980569,"0",""
10495,"0","0",1468339928,"0",""
10498,"0","0",1468439940,"0",""
10500,"0","0",1468572853,"0",""
10502,"0","0",1468639619,"0",""
10503,"0","0",1468653243,"0",""
10505,"0","0",1468775529,"0",""
10506,"0","0",1468781225,"0",""
10509,"0","0",1468915184,"0",""
10510,"0","0",1468919405,"0",""
9690,"0","0",1436256409,"0",""
10512,"0","0",1469090637,"0",""
10514,"0","0",1469111625,"0",""
10523,"0","0",1469589557,"0",""
10526,"0","0",1469655988,"0",""
10355,"0","0",1469780161,"0",""
10531,"0","0",1469870573,"0",""
10532,"0","0",1469908140,"0",""
10533,"0","0",1469991646,"0",""
10535,"0","0",1470028166,"0",""
10539,"0","0",1470166530,"0",""
10542,"0","0",1470255824,"0",""
10544,"0","0",1470307698,"0",""
10559,"0","0",1470640773,"0",""
10560,"0","0",1470680262,"0",""
10561,"0","0",1470690953,"0",""
10566,"0","0",1470893936,"0",""
10575,"0","0",1471275456,"0",""
10576,"0","0",1471327404,"0",""
10587,"0","0",1471770499,"0",""
10589,"0","0",1471796898,"0",""
10591,"0","0",1471855903,"0",""
9627,"0","0",1436006669,"0",""
230,"0","0",1348424170,"0",""
10643,"0","0",1488270326,"0",""
10443,"0","0",1488545888,"0",""
10389,"0","0",1489069050,"0",""
10707,"0","0",1489754121,"0",""
10138,"0","0",1444899052,"0",""
10839,"0","0",1492691229,"0",""
10198,"0","0",1444029136,"0",""
10856,"0","0",1493298207,"0",""
10884,"0","0",1494368522,"0",""
