395,A,24219,9,"0","0",2022-06-30 14:59:26,"69.00000",EUR,R,185.178.95.254,[]
397,A,29666,10,"0","0",2022-07-12 08:15:24,"16.00000",EUR,R,37.163.134.51,[]
399,A,29674,10,"0","0",2022-07-13 18:23:47,"16.00000",EUR,R,87.6.51.14,[]
403,A,29708,10,"0","0",2022-07-17 15:19:45,"16.00000",EUR,R,87.20.126.175,[]
405,A,29754,10,"0","0",2022-07-25 10:15:03,"16.00000",EUR,R,151.37.60.78,[]
410,A,29936,10,"0","0",2022-08-18 11:59:52,"16.00000",EUR,R,95.246.69.32,[]
413,A,30028,10,"0","0",2022-09-03 10:36:10,"16.00000",EUR,R,91.80.0.161,[]
414,A,26058,10,"0","0",2022-09-08 08:15:18,"16.00000",EUR,R,5.179.164.99,[]
415,R,30070,10,"0","0",2022-09-12 06:56:58,"16.00000",EUR,I,172.254.181.226,[]
417,A,30135,10,"0","0",2022-10-03 13:10:24,"16.00000",EUR,R,"79.51.164.170,172.71.114.168",[]
418,A,30146,10,"0","0",2022-10-04 06:18:50,"16.00000",EUR,R,"188.228.177.132,172.68.51.187",[]
421,A,30206,10,"0","0",2022-10-22 00:14:10,"16.00000",EUR,R,"79.18.212.11, 99.82.163.163,3.126.25.160",[]
424,A,22073,10,"0","0",2022-11-08 09:21:59,"16.00000",EUR,R,"159.213.32.230, 99.82.163.137,18.157.105.182",[]
425,A,30267,10,"0","0",2022-11-12 10:50:20,"16.00000",EUR,R,"109.118.83.133, 99.82.163.137,18.157.131.187",[]
426,A,30281,10,"0","0",2022-11-19 07:15:58,"16.00000",EUR,R,"93.144.156.189, 99.82.163.136,18.157.131.187",[]
430,A,30309,10,"0","0",2022-12-04 10:57:02,"16.00000",EUR,R,"2a0e:425:64fa:0:e963:b16c:8f3c:4fe4, 99.82.163.166,18.157.105.182",[]
431,A,30309,10,"0","0",2022-12-04 11:02:57,"16.00000",EUR,R,"2a0e:425:64fa:0:e963:b16c:8f3c:4fe4, 99.82.163.161,18.157.105.182",[]
