1,43,44,1,2013-12-27 09:03:46,"",2013-12-27 09:59:22
2,43,45,1,2013-12-27 09:03:49,"",2013-12-27 09:14:52
3,43,46,1,2013-12-27 09:03:50,"",2013-12-27 10:37:36
4,42,44,1,2013-12-27 09:57:03,"",2013-12-27 09:59:23
5,42,43,-1,2013-12-31 08:22:54,"",2013-12-31 08:22:54
