1,10138,,"0","0000-00-00 00:00:00",62,2015-10-14 08:16:25,"","",,,[],[]
2,10226,,"0","0000-00-00 00:00:00",62,2015-11-10 18:06:20,"","",,,[],[]
3,11761,,"0","0000-00-00 00:00:00",62,2018-06-04 07:52:24,"","",,,[],[]
4,14301,,"0","0000-00-00 00:00:00",118,2019-06-14 13:55:22,"","",,,[],[]
5,14425,,"0","0000-00-00 00:00:00",62,2019-06-19 17:07:45,"","",,,[],[]
6,14389,,"0","0000-00-00 00:00:00",62,2019-06-19 17:17:28,"","",,,[],[]
7,14835,,"0","0000-00-00 00:00:00",118,2019-07-23 13:10:16,"","",,,[],[]
8,14591,,"0","0000-00-00 00:00:00",118,2019-07-23 13:10:32,"","",,,[],[]
9,14939,,"0","0000-00-00 00:00:00",118,2019-07-23 13:11:28,"","",,,[],[]
10,15153,,"0","0000-00-00 00:00:00",62,2019-07-30 16:17:07,"","",,,[],[]
11,15350,,"0","0000-00-00 00:00:00",62,2019-08-10 15:41:22,"","",,,[],[]
12,15250,,"0","0000-00-00 00:00:00",62,2019-08-10 15:41:52,"","",,,[],[]
13,15204,,"0","0000-00-00 00:00:00",62,2019-08-10 15:42:08,"","",,,[],[]
14,15194,,"0","0000-00-00 00:00:00",62,2019-08-10 15:42:26,"","",,,[],[]
15,15200,,"0","0000-00-00 00:00:00",62,2019-08-10 15:42:48,"","",,,[],[]
16,16003,,"0","0000-00-00 00:00:00",62,2019-09-04 16:31:34,"","",,,[],[]
17,14005,,"0","0000-00-00 00:00:00",62,2019-09-08 07:57:36,"","",,,[],[]
18,16391,,"0","0000-00-00 00:00:00",62,2019-10-04 16:08:07,"","",,,[],[]
19,16366,,"0","0000-00-00 00:00:00",62,2019-10-04 16:08:37,"","",,,[],[]
20,16414,,"0","0000-00-00 00:00:00",62,2019-10-10 15:49:49,"","",,,[],[]
21,16532,,"0","0000-00-00 00:00:00",62,2019-10-18 16:12:03,"","",,,[],[]
22,16557,,"0","0000-00-00 00:00:00",62,2019-10-23 08:55:12,"","",,,[],[]
23,16559,,"0","0000-00-00 00:00:00",62,2019-10-23 08:55:15,"","",,,[],[]
24,16563,,"0","0000-00-00 00:00:00",62,2019-10-25 08:34:39,"","",,,[],[]
25,16797,,"0","0000-00-00 00:00:00",62,2019-12-04 18:27:55,"","",,,[],[]
26,16868,,"0","0000-00-00 00:00:00",62,2019-12-12 16:24:31,"","",,,[],[]
27,13362,,"0","0000-00-00 00:00:00",62,2019-12-12 16:25:08,"","",,,[],[]
28,16865,,"0","0000-00-00 00:00:00",62,2019-12-12 16:25:10,"","",,,[],[]
29,17901,,"0","0000-00-00 00:00:00",62,2020-04-21 19:32:11,"","",,,[],[]
30,22561,,"0","0000-00-00 00:00:00",62,2020-11-05 07:21:39,"","",,,[],[]
31,22924,,"0","0000-00-00 00:00:00",12096,2020-11-26 08:22:44,"<b>[Risposta del moderatore, 26/11/2020 09:22:44]</b>
spam
","",,,"[{""userid"":""12096"",""time"":""2020-11-26 08:22:44"",""comment"":""<b>[Risposta del moderatore, 26\/11\/2020 09:22:44]<\/b>\nspam\n""}]",[]
32,23261,,"0","0000-00-00 00:00:00",12096,2020-12-18 09:48:14,"","",,,[],[]
33,11749,,"0","0000-00-00 00:00:00",12096,2020-12-18 10:08:34,"","",,,[],[]
34,23159,,"0","0000-00-00 00:00:00",62,2020-12-23 07:49:44,"","",,,[],[]
35,23364,,"0","0000-00-00 00:00:00",12096,2020-12-27 15:09:40,"","",,,[],[]
36,23429,,"0","0000-00-00 00:00:00",12096,2021-01-03 07:52:02,"","",,,[],[]
37,23523,,"0","0000-00-00 00:00:00",12096,2021-01-05 19:21:32,"","",,,[],[]
38,23629,,"0","0000-00-00 00:00:00",62,2021-01-11 07:53:42,"","",,,[],[]
39,23628,,"0","0000-00-00 00:00:00",62,2021-01-11 08:00:57,"","",,,[],[]
40,23244,,"0","0000-00-00 00:00:00",62,2021-01-11 08:00:59,"","",,,[],[]
41,23683,,"0","0000-00-00 00:00:00",62,2021-01-14 07:53:59,"","",,,[],[]
42,23822,,"0","0000-00-00 00:00:00",12096,2021-01-26 12:42:51,"","",,,[],[]
43,23428,,"0","0000-00-00 00:00:00",12096,2021-01-26 12:42:59,"","",,,[],[]
44,23833,,"0","0000-00-00 00:00:00",62,2021-01-27 08:47:43,"","",,,[],[]
45,23963,,"0","0000-00-00 00:00:00",12096,2021-02-10 14:44:59,"","",,,[],[]
46,24119,,"0","0000-00-00 00:00:00",12096,2021-02-20 10:31:34,"","",,,[],[]
47,24927,,"0","0000-00-00 00:00:00",62,2021-05-07 06:45:42,"","",,,[],[]
48,25008,,"0","0000-00-00 00:00:00",12096,2021-05-12 19:25:49,"","",,,[],[]
49,24664,,"0","0000-00-00 00:00:00",12096,2021-05-12 19:26:40,"","",,,[],[]
50,25015,,"0","0000-00-00 00:00:00",62,2021-05-13 07:49:59,"","",,,[],[]
51,25028,,"0","0000-00-00 00:00:00",62,2021-05-14 06:00:16,"","",,,[],[]
52,25027,,"0","0000-00-00 00:00:00",62,2021-05-14 06:00:18,"","",,,[],[]
53,25026,,"0","0000-00-00 00:00:00",62,2021-05-14 06:00:20,"","",,,[],[]
54,25054,,"0","0000-00-00 00:00:00",118,2021-05-16 14:28:24,"","",,,[],[]
55,25139,,"0","0000-00-00 00:00:00",12096,2021-05-21 07:19:23,"","",,,[],[]
56,25118,,"0","0000-00-00 00:00:00",12096,2021-05-21 07:19:55,"","",,,[],[]
57,25049,,"0","0000-00-00 00:00:00",12096,2021-05-21 07:24:20,"","",,,[],[]
58,25590,,"0","0000-00-00 00:00:00",12096,2021-06-18 08:01:34,"","",,,[],[]
59,25673,,"0","0000-00-00 00:00:00",12096,2021-06-24 06:16:06,"","",,,[],[]
60,25639,,"0","0000-00-00 00:00:00",62,2021-06-25 07:28:37,"","",,,[],[]
61,25755,,"0","0000-00-00 00:00:00",118,2021-06-29 09:39:39,"","",,,[],[]
62,25770,,"0","0000-00-00 00:00:00",62,2021-06-30 07:19:22,"","",,,[],[]
63,25848,,"0","0000-00-00 00:00:00",62,2021-07-06 10:09:58,"","",,,[],[]
64,27545,,"0","0000-00-00 00:00:00",12096,2021-10-18 05:56:23,"","",,,[],[]
65,27782,,"0","0000-00-00 00:00:00",12096,2021-11-15 08:37:55,"","",,,[],[]
66,27785,,"0","0000-00-00 00:00:00",12096,2021-11-16 17:28:54,"","",,,[],[]
67,27794,,"0","0000-00-00 00:00:00",12096,2021-11-17 07:08:47,"","",,,[],[]
68,27795,,"0","0000-00-00 00:00:00",12096,2021-11-17 07:09:16,"","",,,[],[]
69,27923,,"0","0000-00-00 00:00:00",12096,2021-12-01 13:45:46,"","",,,[],[]
70,27924,,"0","0000-00-00 00:00:00",12096,2021-12-01 13:57:39,"","",,,[],[]
71,28377,,"0","0000-00-00 00:00:00",12096,2022-02-18 08:15:52,"","",,,[],[]
72,28246,,"0","0000-00-00 00:00:00",12096,2022-02-18 08:17:52,"","",,,[],[]
73,27610,,"0","0000-00-00 00:00:00",12096,2022-02-18 08:21:31,"","",,,[],[]
74,28510,,"0","0000-00-00 00:00:00",12096,2022-02-28 08:35:41,"","",,,[],[]
75,28612,,"0","0000-00-00 00:00:00",12096,2022-03-14 09:03:14,"","",,,[],[]
76,28993,,"0","0000-00-00 00:00:00",12096,2022-04-20 15:49:41,"","",,,[],[]
77,29162,,"0","0000-00-00 00:00:00",118,2022-05-10 14:32:11,"","",,,[],[]
78,29161,,"0","0000-00-00 00:00:00",118,2022-05-10 14:32:14,"","",,,[],[]
79,29184,,"0","0000-00-00 00:00:00",12096,2022-05-12 09:32:17,"","",,,[],[]
80,29243,,"0","0000-00-00 00:00:00",62,2022-05-20 10:09:18,"","",,,[],[]
81,29756,,"0","0000-00-00 00:00:00",62,2022-07-26 15:38:32,"","",,,[],[]
