1,62,"0","0","0",1548100623,"0","0","","0","0","0","0"
2,118,"0","0","0",1545922831,"0","0","","0","0","0","0"
3,11229,"0","0","0",1521625130,"0","0","","0","0","0","0"
4,11530,"0","0","0",1520287184,"0","0","","0","0","0","0"
5,11562,"0","0","0",1520941908,"0","0","","0","0","0","0"
6,11351,"0","0","0",1521236978,"0","0","","0","0","0","0"
7,11586,"0","0","0",1521819769,"0","0","","0","0","0","0"
8,11602,"0","0","0",1522269884,"0","0","","0","0","0","0"
9,11413,"0","0","0",1522350520,"0","0","","0","0","0","0"
10,11608,"0","0","0",1522521930,"0","0","","0","0","0","0"
11,11612,"0","0","0",1522759216,"0","0","","0","0","0","0"
12,11609,"0","0","0",1522965684,"0","0","","0","0","0","0"
13,10047,"0","0","0",1523085730,"0","0","","0","0","0","0"
14,11640,"0","0","0",1523876828,"0","0","","0","0","0","0"
15,11635,"0","0","0",1524747940,"0","0","","0","0","0","0"
16,11669,"0","0","0",1525195387,"0","0","","0","0","0","0"
17,11671,"0","0","0",1525242610,"0","0","","0","0","0","0"
18,11698,"0","0","0",1525810255,"0","0","","0","0","0","0"
19,11734,"0","0","0",1527156331,"0","0","","0","0","0","0"
20,11737,"0","0","0",1528359951,"0","0","","0","0","0","0"
21,11789,"0","0","0",1529521182,"0","0","","0","0","0","0"
22,11815,"0","0","0",1531121364,"0","0","","0","0","0","0"
23,11836,"0","0","0",1532692310,"0","0","","0","0","0","0"
24,11873,"0","0","0",1533159155,"0","0","","0","0","0","0"
25,11879,"0","0","0",1533327725,"0","0","","0","0","0","0"
26,11944,"0","0","0",1535710725,"0","0","","0","0","0","0"
27,11945,"0","0","0",1535743221,"0","0","","0","0","0","0"
28,11362,"0","0","0",1535974041,"0","0","","0","0","0","0"
29,10260,"0","0","0",1537300136,"0","0","","0","0","0","0"
30,12002,"0","0","0",1538628542,"0","0","","0","0","0","0"
31,12040,"0","0","0",1540809977,"0","0","","0","0","0","0"
32,12060,"0","0","0",1542627395,"0","0","","0","0","0","0"
33,12001,"0","0","0",1545395343,"0","0","","0","0","0","0"
34,12102,"0","0","0",1546123874,"0","0","","0","0","0","0"
35,10111,"0","0","0",1547481341,"0","0","","0","0","0","0"
