10167,810,32,1008,1463684571
10313,811,32,1009,1456768751
10167,811,32,1009,1457195720
62,810,32,1008,1456412483
10292,809,44,1002,1467227548
10260,809,44,1002,1457032118
10260,775,49,1003,1457031930
10260,810,32,1008,1457031842
62,811,32,1009,1456824264
9920,721,33,860,1455194132
10260,811,32,1009,1457032141
62,809,44,1002,1455700356
10167,775,49,1003,1456660519
10260,812,9,1321,1537300404
9927,737,33,857,1455966835
10320,809,44,1002,1457281379
118,812,9,1011,1457336885
9701,809,44,1001,1454583483
10292,775,49,1003,1455906916
9989,813,9,1012,1457377079
10239,810,32,1008,1458639256
62,813,9,1015,1458758044
118,815,31,1016,1457458361
10239,742,43,874,1458638484
10239,811,32,1009,1458639265
62,807,32,999,1458758826
62,775,49,1003,1645001277
62,776,32,955,1458758792
62,812,9,1321,1519987755
62,756,32,904,1458759297
10278,767,35,930,1459457537
10320,812,9,1013,1459791183
10320,815,31,1016,1465896263
10320,813,9,1015,1459791291
10351,785,35,971,1460200749
10351,826,35,1037,1460534110
10351,740,36,878,1460202446
10351,707,36,747,1460202527
10352,827,36,1039,1460564929
10320,827,36,1039,1460979215
62,827,36,1039,1611932834
10351,827,36,1033,1460533609
10260,827,36,1039,1460755547
62,826,35,1037,1467203809
10367,837,9,1046,1461326724
10157,833,13,1042,1461103218
10367,699,9,734,1461326493
62,833,13,1042,1461134317
10367,810,32,1008,1461326791
10367,812,9,1040,1461326757
118,833,13,1047,1461737063
118,837,9,1048,1461737394
10378,838,13,1050,1462571865
10379,837,9,1048,1462395040
118,838,13,1050,1462537212
10045,838,13,1050,1462538365
10388,837,9,1048,1462916421
10167,826,35,1037,1463689548
10390,768,15,928,1463149145
10222,827,36,1039,1463166719
10392,838,13,1050,1463401181
118,792,15,978,1463403765
10167,767,35,930,1489255510
10167,709,35,749,1463689872
10227,802,9,1059,1465833518
10417,838,13,1050,1465439996
10416,827,36,1039,1465411005
10320,838,13,1050,1464627357
10320,833,13,1047,1464627327
10227,847,9,1060,1465833697
10432,838,13,1050,1466510430
10320,778,25,960,1465896357
10423,748,35,895,1475753293
10423,767,35,930,1465906110
10423,749,36,899,1465907213
9686,741,60,876,1465913747
9704,707,36,747,1467267950
62,847,9,1060,1654274783
10435,851,32,1064,1466758052
62,802,9,1059,1466801001
9704,827,36,1039,1467267044
62,851,32,1064,1467102455
10292,748,35,895,1467227484
62,859,9,1077,1468393527
10320,837,9,1048,1467983314
10444,857,36,1076,1468393511
10202,857,36,1071,1468236649
118,865,59,1087,1469113688
10463,859,9,1074,1468334803
10463,802,9,1059,1468335119
62,857,36,1076,1484160563
62,865,59,1185,1491213073
10478,862,32,1080,1468574126
10485,838,13,1050,1469031275
10280,807,32,999,1468789247
10485,865,59,1185,1490974239
10485,749,36,899,1468928971
10485,719,37,831,1468929122
62,862,32,1083,1468932340
10489,866,9,1088,1469190469
118,866,9,1089,1641462130
10589,772,9,939,1473007751
62,866,9,1089,1469698435
10485,743,58,883,1470933862
10485,741,60,876,1470933990
10526,862,32,1083,1470866779
10589,837,9,1048,1473007701
9690,865,59,1087,1470214731
10485,782,57,964,1470933721
10526,847,9,1060,1470866878
10531,767,35,930,1471080217
10531,748,35,895,1471080364
10531,880,35,1110,1471429214
62,880,35,1110,1484301141
10589,812,9,1321,1519321816
10260,880,35,1110,1472591209
10260,795,33,982,1516224123
10589,773,9,943,1473006677
10587,707,36,747,1472980167
10589,645,9,692,1473007906
10589,838,13,1050,1473008033
10355,812,9,1128,1474213432
62,899,51,1142,1488368925
10260,899,51,1142,1481141697
10589,857,36,1076,1474312423
10589,827,36,1039,1474312506
10589,740,36,878,1548572318
10589,707,36,747,1474312717
9686,899,51,1135,1474534311
9686,742,43,874,1474534569
10485,900,55,1141,1475315172
118,900,55,1139,1475068511
62,900,55,1141,1555409631
10423,899,51,1142,1475754058
62,749,36,899,1484160912
10260,721,33,1596,1535988938
62,721,33,8354,1604215571
118,721,33,1242,1508246019
10260,838,13,1050,1483825477
10260,343,4,345,1483825562
62,815,31,1016,1484160252
118,902,33,1152,1636623513
62,795,33,982,1628244701
230,809,44,1002,1484319312
10260,902,33,1152,1484423015
10323,815,31,1016,1485007524
10323,903,31,1153,1485007907
118,903,31,1153,1485113728
62,903,31,1153,1485212007
10260,904,33,1235,1519242612
62,904,33,1235,1507213931
118,904,33,1160,1486369490
118,905,42,1162,1488282149
62,905,42,1189,1493650153
62,742,43,8749,1660137584
10260,905,42,1189,1499585449
10260,906,9,1173,1489689737
10443,911,36,1183,1490816416
62,910,32,1172,1489612493
10167,857,36,1076,1489514625
10167,910,32,1170,1489599696
62,906,9,1175,1489847901
62,911,36,1186,1611932813
10389,912,55,1178,1490278764
10260,912,55,1178,1490533492
10260,699,9,734,1490533701
10260,913,51,1182,1510944093
118,913,51,1180,1490625767
118,912,55,1181,1490627158
10707,865,59,1185,1494227742
62,913,51,1182,1519336865
10198,865,59,1185,1494048702
10707,914,13,1194,1494868562
10856,914,13,1190,1494508228
10856,915,13,1215,1502518279
62,915,13,1192,1502703254
118,914,13,1193,1494862659
10917,838,13,1050,1496604584
10912,915,13,1192,1603533851
10952,921,13,1198,1498040100
10912,914,13,1194,1497761180
118,921,13,1199,1498466667
62,921,13,1199,1498467578
10989,922,42,1200,1499608168
62,922,42,1209,1656315294
11007,923,44,1202,1500391150
11009,827,36,1039,1500445074
11009,707,36,747,1500445124
62,923,44,1204,1664123883
11018,923,44,1204,1500634644
10260,922,42,1201,1500827377
11030,924,32,1208,1536594597
62,924,32,1208,1501146100
11038,922,42,1209,1501171202
11038,925,32,1210,1501171495
62,934,13,1216,1502703276
10856,934,13,1216,1502518564
118,934,13,1217,1502869490
62,925,32,1210,1501922667
11094,935,32,1218,1503020025
11094,936,32,1223,1503300799
62,936,32,1223,1503301531
11108,741,60,876,1503503345
11108,937,60,1228,1503565237
62,937,60,1228,1504353176
11462,1016,32,1314,1517854166
11562,963,13,1351,1521184035
62,1016,32,1315,1520337189
11435,740,36,878,1517079776
11435,880,35,1110,1517079608
11262,664,25,665,1508858491
11262,945,25,1257,1510302473
11248,946,13,1247,1508880011
11262,737,33,857,1509125588
11292,947,32,1248,1509472329
11435,905,42,1189,1517090656
118,1016,32,1315,1518025536
10707,958,9,6459,1564114786
11321,826,35,1037,1510066106
10707,859,9,1077,1510038884
11313,934,13,1217,1509828699
11313,833,13,1047,1509828739
11313,260,13,263,1509828822
62,945,25,1257,1510299982
11321,785,35,971,1510066140
62,958,9,6459,1564504489
10260,958,9,1256,1510594471
62,961,32,1260,1510924455
11338,962,13,1261,1511759606
11332,961,32,1260,1510677565
11338,801,9,1262,1511715883
11338,678,13,709,1511786169
11346,743,58,883,1511872613
11338,963,13,1263,1512302315
11363,964,35,1268,1514903688
11397,945,25,1257,1515175471
11392,720,33,856,1514312314
11392,963,13,1263,1514312366
11392,795,33,982,1514311938
62,962,13,1261,1514891599
62,963,13,1263,1514891616
62,964,35,1269,1585054401
10476,865,59,1185,1514915709
10476,972,32,1271,1515101978
62,972,32,1271,1516004453
11435,996,35,1382,1521048002
11435,749,36,899,1517090960
10260,972,32,1271,1516121435
11435,707,36,747,1517090717
11435,911,36,1186,1517138895
11435,857,36,1076,1517091102
10260,1016,32,1315,1518383800
10589,778,25,960,1518619525
10589,1017,25,1430,1525267240
11476,1018,33,1491,1527235454
11474,996,35,1294,1519033021
10260,996,35,1294,1517159899
11401,914,13,1194,1516136972
10260,963,13,1263,1516224048
11477,812,9,1321,1519056726
62,761,9,913,1519034944
62,1017,25,1430,1611912878
62,1018,33,1491,1527351734
11486,1020,9,1345,1519923238
118,1018,33,1323,1519144453
11490,1017,25,1320,1519205495
11491,645,9,692,1519205626
62,996,35,1382,1521204803
10589,962,13,1261,1518619430
10589,945,25,1257,1518619486
11490,1021,9,1349,1521551133
11491,1021,9,1349,1520349361
11492,964,35,1269,1519215493
11492,1022,35,8230,1591626765
11492,767,35,930,1519215500
11490,847,9,1060,1519218518
11491,812,9,1321,1519225426
10260,1018,33,1491,1531424960
10260,1020,9,1324,1519242194
11489,1025,59,1336,1523282338
11490,1020,9,1324,1519299699
11490,812,9,1321,1519299744
11490,813,9,1015,1519299811
10589,1020,9,1324,1519321692
10589,1021,9,1325,1519321719
118,1025,59,1336,1519375914
118,1021,9,1349,1519925910
118,1022,35,1329,1519327410
118,996,35,1379,1520862513
118,1020,9,1345,1519923102
62,1022,35,8239,1591892759
62,1020,9,1332,1519333226
62,1025,59,1336,1519633208
11506,1026,36,1365,1520010349
118,1026,36,1371,1520449644
118,963,13,1351,1519928191
11516,1027,51,1353,1519942496
62,1027,51,1355,1519987142
11530,707,36,747,1520460557
11530,1039,36,1376,1520668913
11517,1020,9,1345,1520255671
62,1026,36,1366,1520342033
11482,880,35,1110,1520244630
11545,1020,9,1345,1520427420
118,1038,9,1372,1520449746
11530,740,36,878,1520459642
11530,857,36,1076,1520460262
11544,1026,36,1370,1520370038
11517,1038,9,1372,1520450913
11530,911,36,1186,1520460597
11546,865,59,1185,1520511200
11548,1039,36,1373,1520587362
11548,1038,9,1372,1520587374
62,1039,36,1376,1520616395
11351,1044,32,1392,1521745793
11545,859,9,1077,1520774760
11545,837,9,1048,1520774780
11545,1021,9,1349,1520774841
118,923,44,1204,1520860799
11562,1020,9,1345,1520943198
11351,1039,36,1376,1521282905
11351,745,9,890,1521500607
10443,1045,63,1387,1521568601
62,1044,32,1394,1521890050
62,1045,63,1541,1528873597
11142,996,35,1382,1521789561
11142,1022,35,1333,1521789587
11142,826,35,1037,1521789591
11142,964,35,1269,1521789591
11142,880,35,1110,1521789591
11142,767,35,930,1521789595
11142,748,35,895,1521789602
11586,1046,13,1393,1521820041
62,1046,13,1487,1527165076
11590,1047,13,1396,1521913597
11590,1018,33,1327,1521913654
11590,1038,9,1372,1521913827
11590,802,9,1059,1521913870
11590,813,9,1015,1521913898
11590,712,9,900,1521913941
11590,768,15,928,1521914044
11590,233,15,298,1521914093
11594,1047,13,1396,1522005213
11594,1048,32,1405,1522843923
11595,1049,32,1398,1522057786
11597,1050,64,1399,1522080598
11598,1049,32,1398,1522083213
11598,1051,32,1400,1522083864
62,1047,13,1401,1522769358
62,1048,32,1402,1522769858
62,1049,32,1403,1522769941
62,1051,32,1404,1522770082
62,1050,64,1408,1624606183
10429,899,51,1142,1522839455
11614,1053,32,1407,1523291608
11552,812,9,1321,1522915363
11552,1050,64,1399,1522915426
10047,1039,36,1376,1523085781
118,1053,32,1407,1523258692
118,1050,64,1408,1523259610
11623,1054,36,1411,1523274745
118,1054,36,1412,1523274826
11623,1051,32,1404,1523286428
11623,1049,32,1403,1523286430
118,1048,32,1405,1523369900
11627,1049,32,1403,1523436888
11627,1054,36,1412,1523436909
11627,1055,32,1413,1523437315
11627,1056,32,1414,1523440700
11630,1046,13,1415,1523520793
11630,1053,32,1407,1523520874
118,1056,32,1414,1523541179
118,1046,13,1487,1527164718
11627,1051,32,1404,1523551334
257,906,9,1175,1523912474
257,747,9,892,1523912567
257,1057,66,1416,1523912756
11644,1058,36,1418,1524223319
62,1058,36,8686,1645984886
11653,1054,36,1412,1524541919
118,1057,66,1419,1524734713
11658,1059,35,1493,1527578480
10589,1045,63,1387,1525194579
62,1059,35,1615,1585054358
11691,762,32,914,1525671215
11689,767,35,1575,1530006095
11671,1065,35,1470,1526447067
11689,1059,35,1427,1525943952
118,1017,25,1428,1525249896
11671,1059,35,1427,1525257296
62,1065,35,1484,1527011252
11693,1070,51,1586,1532197332
11693,740,36,878,1525801312
11693,1027,51,1355,1525716735
