437,399,usersubscription,13507,3,U,"1.00000",,S13507-20443-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-13 12:56:27,2022-03-13 12:56:27,2023-03-13 12:56:27,"0",2,,"",1002,,,"0","0",1
439,401,usersubscription,13517,2,N,"1.00000",,S13517-24308-2, Weekender, weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-14 15:48:46,2022-03-14 15:48:46,2023-03-14 15:48:46,"0",2,,"",1,,,"0","0",1
440,402,merchandise,114,9,U,"1.00000",,M114-21736-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-15 14:08:11,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",1
443,405,usersubscription,13553,4,U,"1.00000",,S13553-10423-4,Aggiorna Cicloviaggiatore,Aggiorna cicloviaggiatore,,,,"0.00000",EUR,"49.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-16 12:43:35,2022-03-16 12:43:35,2023-03-16 12:43:35,"0",2,,"",1002,,,"0","0",1
444,406,usersubscription,13558,1,N,"1.00000",,S13558-24346-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-16 17:42:47,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
445,406,merchandise,115,9,N,"1.00000",,M115-24346-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-16 17:42:47,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
446,407,usersubscription,13567,3,N,"1.00000",,S13567-24355-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-17 16:18:44,2022-03-17 16:18:44,2023-03-17 16:18:44,"0",2,,"",1002,"20.00000",,"0","0",1
449,410,usersubscription,13575,4,U,"1.00000",,S13575-15804-4,Aggiorna Cicloviaggiatore,Aggiorna cicloviaggiatore,,,,"0.00000",EUR,"49.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-18 08:05:57,2022-03-18 08:05:57,2023-03-18 08:05:57,"0",2,,"",1002,,,"0","0",1
450,411,usersubscription,13576,4,N,"1.00000",,S13576-24361-4, Cicloviaggiatore, cicloviaggiatore,,,,"0.00000",EUR,"49.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-18 09:19:57,2022-03-18 09:19:57,2023-03-18 09:19:57,"0",2,,"",1002,,,"0","0",1
451,412,usersubscription,13578,2,U,"1.00000",,S13578-24362-2,Aggiorna Weekender,Aggiorna weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-18 11:18:20,2022-03-18 11:18:20,2023-03-18 11:18:20,"0","0",,"",1,,,"0","0",1
452,413,usersubscription,13580,1,N,"1.00000",,S13580-24364-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-18 14:28:51,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
453,413,merchandise,116,9,N,"1.00000",,M116-24364-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-18 14:28:51,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
