394,2
401,2
403,2
404,2
405,2
406,2
413,2
418,2
421,2
422,2
424,2
425,2
426,2
427,2
432,2
434,2
435,2
436,2
437,2
438,2
439,2
440,2
441,2
442,2
444,2
445,2
448,2
452,2
455,2
470,2
471,2
474,2
476,2
479,2
485,2
487,2
489,2
491,2
492,2
493,2
494,2
495,2
497,2
499,2
501,2
502,2
504,2
505,2
507,2
509,2
510,2
511,2
512,2
513,2
514,2
515,2
516,2
517,2
519,2
520,2
521,2
522,2
524,2
526,2
527,2
528,2
529,2
532,2
533,2
534,2
535,2
536,2
537,2
538,2
539,2
548,2
549,2
550,2
551,2
552,2
553,2
554,2
555,2
556,2
557,2
560,2
561,2
562,2
563,2
565,2
566,2
567,2
568,2
569,2
571,2
572,2
574,2
576,2
577,2
578,2
580,2
581,2
582,2
585,2
586,2
589,2
592,2
597,2
600,2
480,4
488,4
449,5
450,5
453,5
454,5
469,5
473,5
475,5
478,5
482,5
483,5
486,5
490,5
496,5
500,5
503,5
506,5
508,5
518,5
530,8
575,8
525,9
531,9
530,10
558,10
575,10
599,10
558,11
575,11
599,11
558,12
599,12
570,13
