2,joomla.category.14,a9da1703364a20febb0bad615cb80851,"0",weekly,"0.5",2
2,"joomla.category.20",b301dd7ee4674a73ec034fef39187996,"0",weekly,"0.5",2
2,menuitem.1845,"","0",weekly,"0.5",
2,menuitem.1876,c3797f7dc672ec72b0c857afd6c74515,"0",weekly,"0.5",2
2,menuitem.1911,818c042676cdb033a7e1272e1c3cf365,"0",weekly,"0.5",2
2,menuitem.2975,75bede17e7fab1964f6b610ed30ecae5,"0",weekly,"0.5",2
2,menuitem.2976,492efc420c63021f7683ec4bd2653a1f,"0",weekly,"0.5",2
2,menuitem.327,d265e6fe97d100e56cdcf5a14f29bd15,"0",weekly,"0.5",2
2,menuitem.331,480d5902a21cf98fe39c15f7bffe6b0c,"0",weekly,"0.5",2
2,menuitem.332,e43f63815f2611e280b8c1c62555142d,"0",weekly,"0.5",2
2,menuitem.4075,bcd04d6ac3dd50069116bbd79f05e5c4,"0",weekly,"0.5",2
2,menuitem.4076,"0b04cdcb4aa9e56909776df1a9f2b045","0",weekly,"0.5",2
2,menuitem.4083,65ae87706928248164b5c9aed3016567,"0",daily,1,2
2,menuitem.4083,9a54b9ee3b45c653295da3dbbe1ecd77,"0",weekly,"0.5",2
2,menuitem.4293,d584ecd55f332ed2a7178d8c0959d3ba,"0",weekly,"0.5",2
2,menuitem.4525,e6989a4c7b9e323ff17a0609caed6066,"0",weekly,"0.5",2
2,menuitem.5091,899e43689d3f83d33d9977e937549149,"0",weekly,"0.5",2
2,menuitem.612,67a79a273eec8d772dc06ac2b1e616d5,"0",weekly,"0.5",2
2,menuitem.7281,"0a1759f3dbb6636a89a6d452e0037344","0",weekly,"0.5",2
