212187,e72408592dda106fcaad91c2acd1fb02,9d28720bfb17eb2b,"0",1,1,2020-07-04 14:30:17
212188,e72408592dda106fcaad91c2acd1fb02,9d28720bfb17eb2b,"0",1,1,2020-07-04 14:33:06
212189,5b49f4ee8631825bcc782e757f33e57b,"01fb9961508ba155","0",1,1,2020-07-08 20:50:04
212190,b40fd0ce367618c767aca793c091e929,66416177eb5d0d74,"0",1,1,2020-07-08 20:58:07
212191,ca91a07a67d6078f93a7ee8243556d09,2634b006f6fb0794,"0",1,1,2020-07-12 14:46:04
212192,a61d105b0dddae9e15c57ab782e6d7bd,1b19a5a4d2af7b7e,"0",1,1,2020-07-12 17:42:28
212193,2ad9793bdb2d0d1d046248d96cb417d7,e948323079a0b30e,"0",1,1,2020-07-12 17:51:44
212194,2806e91bc01d734a6a83276bbfb119d3,eab46a93950eca22,"0",1,1,2020-07-12 19:25:50
212195,2806e91bc01d734a6a83276bbfb119d3,eab46a93950eca22,"0",1,1,2020-07-12 19:26:08
212196,7e01fe7059448ce004e29144af6687c2,54098fe1550b2b17,"0",1,1,2020-07-12 22:15:11
212197,ee4fcfe0134fb9a1fd4a017e56a7ef12,41570bc9d120790c,"0",1,1,2020-07-13 07:08:53
212198,119a9fff8d8f263b4580abd311a81830,1648a263c2ab6ae0,"0",1,1,2020-07-13 10:18:32
212199,90c5e53f123bba0c99e471f6a5f13f08,8d296fcf790983d7,"0",1,1,2020-07-13 11:59:26
